,CensusTract,Market_Val
239,3600539500,321000.0
240,3600539600,400500.0
241,3600539700,413500.0
242,3600539800,352000.0
243,360053990100,501000.0
244,360053990200,559000.0
245,36005400,359000.0
246,36005400100,405000.0
247,3600540100,1023000.0
248,360054030200,1460000.0
249,360054030300,415000.0
250,360054030400,889500.0
251,3600540400,368500.0
252,360054050100,422000.0
253,360054050200,430000.0
254,3600540600,402000.0
255,360054070100,577000.0
256,360054070200,452500.0
257,3600540800,423000.0
258,3600540900,465000.0
259,360054100,310000.0
260,3600541100,415500.0
261,3600541300,413000.0
262,3600541400,400000.0
263,3600541500,508500.0
264,3600541800,426000.0
265,3600541900,529000.0
266,360054200,383000.0
267,3600542000,410500.0
268,3600542100,1499000.0
269,3600542200,387000.0
270,3600542300,474500.0
271,3600542400,349500.0
272,3600542500,444000.0
273,3600542600,372000.0
274,3600542800,343500.0
275,360054290100,376500.0
276,360054290200,410000.0
277,360054300,346000.0
278,3600543000,370000.0
279,3600543100,639000.0
280,3600543400,364000.0
281,3600543500,4000000.0
282,3600543600,310000.0
283,360054400,409500.0
284,3600544200,364000.0
285,3600544400,367000.0
286,3600544800,344000.0
287,360054490100,500500.0
288,360054490200,444000.0
289,360054510100,423000.0
290,360054510200,397000.0
291,3600545600,400000.0
292,3600545800,54247000.0
293,360054600,613000.0
294,3600546000,428500.0
295,360054620100,644000.0
296,360054620200,411000.0
297,360054800,430000.0
298,3600548400,387500.0
299,36005500100,403000.0
300,36005500200,412000.0
301,3600550400,578000.0
302,360055100,502500.0
303,3600551600,432000.0
304,360055200,408000.0
305,360055300,29741500.0
306,360055400,405000.0
307,360055600,437000.0
308,36005590200,1070500.0
309,360056000,343000.0
310,360056100,1278000.0
311,360056200,411000.0
312,360056300,570000.0
313,360056400,424500.0
314,360056500,511500.0
315,360056700,417000.0
316,360056800,429000.0
317,360056900,431000.0
318,360057000,430000.0
319,360057100,661000.0
320,360057200,407000.0
321,360057300,444000.0
322,360057400,377000.0
323,360057500,321000.0
324,360057600,419000.0
325,360057700,368000.0
326,360057800,402000.0
327,360057900,454500.0
328,360058300,402000.0
329,360058400,366000.0
330,360058500,455000.0
331,360058600,377000.0
332,360058700,555000.0
333,360058900,536500.0
334,360059000,346000.0
335,360059200,397000.0
336,360059300,411000.0
337,360059600,416000.0
338,360059800,387000.0
339,360610,1018000.0
340,36061100,121406500.0
341,3606110000,7451500.0
342,36061100100,1715000.0
343,36061100200,3582000.0
344,3606110100,5209000.0
345,3606110200,16877000.0
346,3606110300,1974000.0
347,3606110400,4482000.0
348,360611060100,5259500.0
349,360611060200,2765500.0
350,3606110800,2674500.0
351,3606110900,11115500.0
352,3606111000,4261000.0
353,3606111100,2132000.0
354,360611120100,10581500.0
355,360611120200,26172500.0
356,360611120300,4286000.0
357,3606111300,11985000.0
358,360611140100,8693500.0
359,360611140200,3781000.0
360,3606111500,2332500.0
361,3606111600,5676000.0
362,3606111700,4637000.0
363,3606111800,4403000.0
364,3606111900,5744000.0
365,360611200,3128000.0
366,3606112000,7707500.0
367,3606112100,2370500.0
368,3606112200,7782500.0
369,3606112400,2827000.0
370,3606112500,5643000.0
371,3606112600,3505000.0
372,3606112700,2200000.0
373,3606112800,7719000.0
374,3606112900,1952000.0
375,360611300,6403500.0
376,3606113000,12139000.0
377,3606113100,8362000.0
378,3606113200,2457000.0
379,3606113300,2257000.0
380,3606113400,3100000.0
381,3606113500,4928500.0
382,3606113600,2355000.0
383,3606113700,7672210.5
384,3606113800,2381000.0
385,3606113900,2545000.0
386,3606114000,5793000.0
387,36061140100,3807000.0
388,36061140200,1814500.0
389,3606114200,9515000.0
390,3606114300,6917900000.0
391,360611440100,3567000.0
392,360611440200,2864000.0
393,3606114500,12223000.0
394,360611460100,2551000.0
395,360611460200,2267000.0
396,3606114700,8279000.0
397,360611480100,3633000.0
398,360611480200,3426000.0
399,3606114900,7095000.0
400,360611500100,14350000.0
401,360611500200,10491000.0
402,36061150100,2838000.0
403,36061150200,2732292.0
404,3606115100,9084000.0
405,3606115200,3340500.0
406,3606115300,2949000.0
407,3606115400,2189000.0
408,3606115500,3637000.0
409,360611560100,2141000.0
410,360611560200,2064000.0
411,3606115700,2676500.0
412,360611580100,4346000.0
413,360611580200,1116500.0
414,3606115900,2559000.0
415,360611600,1355000.0
416,360611600100,9002500.0
417,360611600200,3035500.0
418,3606116100,2519500.0
419,3606116200,1961000.0
420,3606116300,2682000.0
421,3606116400,725000.0
422,3606116500,2300000.0
423,3606116600,941500.0
424,3606116700,3109000.0
425,3606116800,2281000.0
426,3606116900,2176000.0
427,3606117000,741000.0
428,3606117100,2783335.0
429,3606117200,633000.0
430,3606117300,2343000.0
431,360611740100,1377000.0
432,360611740200,591500.0
433,3606117500,2259000.0
434,3606117700,3598500.0
435,3606117800,730000.0
436,3606117900,3032500.0
437,360611800,1697000.0
438,3606118000,841000.0
439,3606118100,2988000.0
440,3606118200,708500.0
441,3606118300,3564000.0
442,3606118400,1120000.0
443,3606118500,850000.0
444,3606118600,2118000.0
445,3606118700,2278000.0
446,3606118800,672000.0
447,3606118900,1519000.0
448,3606119000,812000.0
449,3606119100,2380000.0
450,3606119200,912000.0
451,3606119300,1429000.0
452,3606119400,686000.0
453,3606119500,1976000.0
454,3606119600,621000.0
455,360611970100,14621500.0
456,360611970200,1169000.0
457,3606119800,730000.0
458,3606119900,2095000.0
459,360612000,17093000.0
460,3606120000,616000.0
461,3606120100,1399500.0
462,360612010100,4096500.0
463,360612010200,893000.0
464,3606120200,3316500.0
465,3606120300,2528000.0
466,3606120500,3612000.0
467,3606120600,472167.0
468,360612070100,4251500.0
469,3606120800,603000.0
470,360612090100,898000.0
471,360612100,2075000.0
472,3606121000,28770000.0
473,3606121100,2656000.0
474,3606121200,1006000.0
475,360612130300,969000.0
476,3606121400,6361000.0
477,3606121500,706500.0
478,3606121600,1061500.0
479,360612170300,35173130.0
480,3606121800,911000.0
481,3606121900,1169500.0
482,3606122000,823500.0
483,36061220100,1561500.0
484,36061220200,1821000.0
485,360612210200,822500.0
486,3606122200,815500.0
487,360612230100,1044000.0
488,360612230200,2034500.0
489,3606122400,708000.0
490,3606122500,1196000.0
491,3606122600,822500.0
492,3606122700,1085000.0
493,3606122800,767500.0
494,3606122900,997000.0
495,3606123000,938000.0
496,3606123100,947500.0
497,3606123200,1084000.0
498,3606123300,924000.0
499,3606123400,830000.0
500,360612350100,1000000.0
501,360612350200,746000.0
502,3606123600,925500.0
503,3606123700,1009000.0
504,360612380100,4254000.0
505,360612380200,484236000.0
506,3606123900,1056500.0
507,360612400,49663000.0
508,3606124000,50541894.0
509,3606124100,1023000.0
510,3606124200,1518000.0
511,360612430100,947000.0
512,360612430200,18271000.0
513,3606124500,1046000.0
514,3606124700,1628000.0
515,3606124900,739500.0
516,360612500,35185000.0
517,3606125100,903000.0
518,3606125300,1136000.0
519,3606125500,2194000.0
520,3606125700,1304000.0
521,3606125900,793500.0
522,36061260100,1408000.0
523,36061260200,1879000.0
524,3606126100,879000.0
525,3606126300,1751500.0
526,3606126500,2187000.0
527,3606126700,2852000.0
528,3606126900,755500.0
529,360612700,1155000.0
530,3606127100,1587500.0
531,3606127300,2538000.0
532,3606127500,2789000.0
533,3606127700,1294000.0
534,3606127900,1211500.0
535,360612800,2099000.0
536,3606128100,5486000.0
537,3606128300,1413000.0
538,3606128500,1343000.0
539,3606128700,2243000.0
540,360612900,1542000.0
541,3606129100,1161000.0
542,3606129300,1670000.0
543,3606129500,1598000.0
544,3606129700,42763000.0
545,3606129900,1293500.0
546,36061300100,1959000.0
547,36061300200,2090000.0
548,3606130300,2025000.0
549,3606130700,1249000.0
550,3606130900,629000.0
551,360613100,4404000.0
552,3606131100,1659000.0
553,360613170300,84931000.0
554,360613170400,0.0
555,3606131900,158261000.0
556,360613200,2240000.0
557,360613300,1922000.0
558,360613400,1870000.0
559,36061360100,1565500.0
560,36061360200,2135000.0
561,360613700,2870000.0
562,360613800,2308000.0
563,360613900,2033500.0
564,360614000,2347500.0
565,360614100,1918500.0
566,360614200,3148000.0
567,360614300,2319000.0
568,360614400,4339000.0
569,360614500,3344000.0
570,360614700,2837000.0
571,360614800,3031000.0
572,360614900,4056500.0
573,36061500,339172000.0
574,360615000,4139500.0
575,360615200,5387000.0
576,360615400,3687000.0
577,36061550100,18115500.0
578,36061550200,3159000.0
579,360615600,3464000.0
580,360615700,8148000.0
581,360615800,4481500.0
582,360615900,4421000.0
583,36061600,1312000.0
584,360616000,194340500.0
585,360616100,4416500.0
586,360616200,21318000.0
587,360616300,4255000.0
588,360616400,3104500.0
589,360616500,3240500.0
590,360616600,2299000.0
591,360616700,3044000.0
592,360616800,3718000.0
593,360616900,3881000.0
594,36061700,18651000.0
595,360617000,2450000.0
596,360617100,3346000.0
597,360617200,3004000.0
598,360617300,3115500.0
599,360617400,4817000.0
600,360617500,3993000.0
601,360617600,5846500.0
602,360617700,3788500.0
603,360617800,2442000.0
604,360617900,4661000.0
605,36061800,1212000.0
606,360618000,3350500.0
607,360618100,2397000.0
608,360618200,8075000.0
609,360618300,2767500.0
610,360618400,5129000.0
611,36061860100,7911000.0
612,36061860200,5334500.0
613,36061860300,5276000.0
614,360618700,3033000.0
615,360618800,6284000.0
616,360618900,3033000.0
617,36061900,3965850.0
618,360619000,3732000.0
619,360619100,3129000.0
620,360619200,5735000.0
621,360619300,3226000.0
622,360619400,11583500.0
623,360619500,2821500.0
624,360619600,6734000.0
625,360619700,2454000.0
626,360619800,2795000.0
627,360619900,2928000.0
628,360810,122000.0
629,36081100,1352000.0
630,360811000,415000.0
631,3608110000,409000.0
632,3608110080100,380500.0
633,3608110080200,399500.0
634,3608110100,736000.0
635,3608110100100,376500.0
636,3608110100200,553000.0
637,36081101700,684000.0
638,3608110200,400000.0
639,36081102900,758000.0
640,3608110300,781000.0
641,3608110320100,308000.0
642,3608110320200,584000.0
643,36081103300,682000.0
644,36081103900,637500.0
645,3608110400,392000.0
646,36081104700,739000.0
647,3608110500,733000.0
648,36081105900,681000.0
649,3608110600,418000.0
650,360811070100,362000.0
651,3608110720100,256000.0
652,3608110720200,21117000.0
653,3608110800,434000.0
654,36081108500,690500.0
655,36081109300,839500.0
656,36081109700,722000.0
657,36081109900,520000.0
658,3608111000,424000.0
659,3608111100,734000.0
660,36081111300,756000.0
661,3608111200,491000.0
662,36081112300,747000.0
663,36081112900,769000.0
664,3608111300,767000.0
665,36081113300,656500.0
666,36081113900,661000.0
667,3608111400,440500.0
668,36081114100,684000.0
669,36081114700,701000.0
670,3608111500,721000.0
671,36081115100,766000.0
672,36081115500,646000.0
673,36081115700,707000.0
674,36081115900,737000.0
675,3608111600,432000.0
676,36081116100,916000.0
677,36081116300,993000.0
678,36081116700,702500.0
679,3608111700,752000.0
680,36081117100,822000.0
681,36081117500,703000.0
682,3608111800,456000.0
683,36081118100,643000.0
684,36081118500,767000.0
685,36081118700,758000.0
686,36081118900,755000.0
687,3608111900,694000.0
688,36081119100,706000.0
689,36081119300,686000.0
690,36081119500,618000.0
691,36081119900,681000.0
692,360811200,441000.0
693,3608112000,439000.0
694,36081120100,688000.0
695,36081120300,729000.0
696,36081120500,731500.0
697,36081120700,609000.0
698,3608112100,766000.0
699,36081121100,9862500.0
700,36081121500,584000.0
701,3608112200,466500.0
702,36081122300,674000.0
703,3608112270100,620000.0
704,3608112270200,575000.0
705,360811230100,681000.0
706,3608112400,443000.0
707,36081124100,591000.0
708,36081124700,598000.0
709,3608112500,725000.0
710,36081125700,539000.0
711,360811260100,374000.0
712,360811260200,396000.0
713,36081126500,451000.0
714,36081126700,514000.0
715,36081127700,829500.0
716,3608112800,539000.0
717,36081128300,46675500.0
718,3608112910200,759000.0
719,3608112910300,722000.0
720,3608112910400,739000.0
721,3608113000,550000.0
722,36081130100,513000.0
723,3608113200,576000.0
724,36081133300,716000.0
725,36081133900,638000.0
726,3608113400,809500.0
727,36081134100,664500.0
728,36081134700,578000.0
729,3608113500,721000.0
730,3608113600,653000.0
731,36081136700,653000.0
732,3608113700,729500.0
733,36081137700,798000.0
734,3608113800,502000.0
735,3608113850100,841000.0
736,3608113850200,2303500.0
737,36081139900,709000.0
738,360811400,453000.0
739,3608114000,521000.0
740,36081140300,578500.0
741,3608114090100,655000.0
742,3608114090200,708000.0
743,3608114100,681000.0
744,36081141700,652000.0
745,360811420100,427000.0
746,360811420200,422500.0
747,36081142900,658000.0
748,3608114300,746000.0
749,36081143500,654000.0
750,3608114400,497000.0
751,36081144100,657000.0
752,36081144700,581000.0
753,3608114500,706000.0
754,3608114510100,681000.0
755,3608114510200,570000.0
756,36081145900,591000.0
757,36081146300,705000.0
758,36081146700,800000.0
759,3608114700,722000.0
760,36081147100,682000.0
761,36081147900,665000.0
762,3608114800,408000.0
763,36081148300,971000.0
764,3608114900,803000.0
765,3608115000,400000.0
766,3608115070100,773000.0
767,3608115070200,797000.0
768,3608115100,640500.0
769,3608115200,386000.0
770,3608115290100,719500.0
771,3608115290200,740000.0
772,3608115300,699500.0
773,3608115400,421000.0
774,3608115500,734000.0
775,3608115510100,307767000.0
776,3608115510200,536000.0
777,3608115600,386000.0
778,36081156700,622500.0
779,3608115700,790500.0
780,3608115710100,513000.0
781,3608115710200,526000.0
782,3608115790100,511000.0
783,3608115790200,543000.0
784,3608115790300,501000.0
785,360811580100,389000.0
786,360811580200,397000.0
787,3608115900,715000.0
788,360811600,359000.0
789,3608116100,724000.0
790,36081161700,460000.0
791,36081162100,438000.0
792,3608116300,578000.0
793,3608116400,384000.0
794,3608116600,373500.0
795,3608116800,354000.0
796,3608116900,756000.0
797,3608117000,364000.0
798,3608117100,659000.0
799,3608117200,356000.0
800,3608117400,373000.0
801,3608117600,358000.0
802,3608117800,358000.0
803,3608117900,814000.0
804,360811800,375000.0
805,3608118000,388000.0
806,360811810100,684500.0
807,360811810200,912000.0
808,3608118200,325000.0
809,3608118300,721000.0
810,360811840100,319000.0
811,360811840200,330000.0
812,360811850100,614000.0
813,360811850200,751000.0
814,3608118600,339500.0
815,3608118700,612000.0
816,3608118800,373000.0
817,3608118900,627000.0
818,360811900,626000.0
819,3608119000,308000.0
820,3608119200,307000.0
821,3608119400,339000.0
822,3608119600,388000.0
823,3608119800,385500.0
824,3608119900,699000.0
825,36081200,431000.0
826,360812000,488000.0
827,3608120200,336000.0
828,3608120400,373000.0
829,3608120500,537000.0
830,3608120600,364000.0
831,3608120800,381000.0
832,3608121200,400000.0
833,3608121400,487000.0
834,3608121600,480000.0
835,3608121900,994000.0
836,360812200,484000.0
837,360812200100,688000.0
838,360812200200,540500.0
839,3608122900,1108000.0
840,3608123000,499000.0
841,3608123200,577000.0
842,3608123500,631000.0
843,3608123600,597500.0
844,3608123800,475500.0
845,360812400,416500.0
846,3608124000,486000.0
847,3608124300,561000.0
848,3608124500,628000.0
849,3608124600,2476000.0
850,3608124700,782000.0
851,3608124900,739000.0
852,360812500,8219500.0
853,3608125100,720500.0
854,360812530100,754000.0
855,360812530200,796000.0
856,3608125400,372500.0
857,3608125500,570000.0
858,3608125700,566000.0
859,3608125800,340000.0
860,3608125900,670000.0
861,360812600,489500.0
862,3608126000,372000.0
863,3608126100,673000.0
864,3608126200,337000.0
865,3608126300,686000.0
866,3608126400,346000.0
867,3608126500,723500.0
868,3608126600,361000.0
869,3608126700,829000.0
870,360812690100,667500.0
871,360812690200,770000.0
872,3608127000,323000.0
873,3608127100,752500.0
874,3608127200,320000.0
875,3608127300,658000.0
876,3608127400,343000.0
877,3608127500,718000.0
878,3608127600,382000.0
879,3608127700,833000.0
880,3608127800,400500.0
881,3608127900,745500.0
882,360812800,440000.0
883,3608128000,334000.0
884,3608128100,811000.0
885,3608128200,318000.0
886,3608128300,946000.0
887,3608128400,387000.0
888,3608128500,762000.0
889,3608128700,863000.0
890,3608128800,348000.0
891,3608128900,630000.0
892,3608129100,645000.0
893,3608129300,560000.0
894,3608129400,396500.0
895,3608129500,545000.0
896,3608129700,557000.0
897,3608129900,2592000.0
898,360813000,468000.0
899,3608130600,390000.0
900,360813090200,652000.0
901,360813090300,585000.0
902,360813090400,575000.0
903,360813100,679500.0
904,3608131700,685000.0
905,360813200,407000.0
906,3608132000,420000.0
907,3608132700,631000.0
908,3608132800,418000.0
909,3608132900,486500.0
910,360813300,642500.0
911,3608133000,390000.0
912,360813340100,410000.0
913,360813340200,371500.0
914,3608133700,550000.0
915,3608133900,531000.0
916,360813400,360000.0
917,3608134700,516000.0
918,3608135100,440000.0
919,3608135200,372000.0
920,3608135300,428000.0
921,3608135700,462000.0
922,3608135800,422000.0
923,360813600,401000.0
924,3608136100,475000.0
925,3608136300,478500.0
926,3608136500,516500.0
927,3608136600,346000.0
928,3608136700,442000.0
929,3608136800,379500.0
930,360813700,15000.0
931,3608137100,572000.0
932,3608137300,532500.0
933,3608137500,588000.0
934,3608137600,377000.0
935,3608137700,560000.0
936,3608137900,568000.0
937,360813800,442000.0
938,3608138100,541500.0
939,360813830100,417500.0
940,360813830200,1743000.0
941,3608138400,370000.0
942,360813900,527000.0
943,3608139400,386000.0
944,3608139800,370000.0
945,3608139900,512000.0
946,36081400,409000.0
947,3608140000,374000.0
948,36081400100,469000.0
949,36081400200,416000.0
950,3608140100,602000.0
951,3608140200,394000.0
952,3608140300,589000.0
953,3608140400,345000.0
954,3608140500,611500.0
955,3608140700,584000.0
956,3608140900,541500.0
957,3608141100,455500.0
958,3608141300,578000.0
959,3608141400,382000.0
960,3608141500,589000.0
961,360814200,392000.0
962,3608142400,395000.0
963,3608142600,745000.0
964,3608142700,631000.0
965,360814300,534500.0
966,3608143200,415000.0
967,3608143400,364000.0
968,360814370100,626000.0
969,360814370200,604000.0
970,3608143900,551500.0
971,3608144000,355000.0
972,36081440100,475000.0
973,360814430100,560500.0
974,360814430200,598000.0
975,3608144400,413000.0
976,360814460100,1841000.0
977,360814460200,496000.0
978,3608144800,591000.0
979,360814500,513000.0
980,3608145000,473000.0
981,3608145200,579000.0
982,3608145400,670000.0
983,3608145500,10300500.0
984,3608145600,563000.0
985,3608145700,688000.0
986,3608145800,681000.0
987,3608145900,725000.0
988,3608146000,489500.0
989,3608146100,724000.0
990,3608146200,482000.0
991,3608146300,658000.0
992,3608146400,802000.0
993,3608146500,596000.0
994,3608146600,778000.0
995,3608146700,779000.0
996,3608146800,393000.0
997,3608146900,798000.0
998,360814700,720000.0
999,3608147000,400000.0
1000,3608147100,651000.0
1001,3608147200,696500.0
1002,3608147300,896500.0
1003,3608147500,715000.0
1004,3608147600,778000.0
1005,3608147800,549000.0
1006,3608147900,602000.0
1007,3608148000,409500.0
1008,3608148100,720000.0
1009,3608148200,532000.0
1010,3608148300,691000.0
1011,3608148400,395000.0
1012,3608148500,802000.0
1013,3608148900,515500.0
1014,3608149200,406000.0
1015,360814930100,546000.0
1016,360814930200,581000.0
1017,3608149500,562000.0
1018,3608149600,347000.0
1019,3608149700,575000.0
1020,3608149900,601000.0
1021,360815000,3020500.0
1022,3608150000,443000.0
1023,360815020100,413500.0
1024,360815020200,376000.0
1025,3608150400,380000.0
1026,3608150500,687000.0
1027,3608150600,367500.0
1028,3608150700,547000.0
1029,3608150800,376000.0
1030,360815100,661000.0
1031,3608151000,369000.0
1032,3608151100,516000.0
1033,3608151200,370000.0
1034,3608151300,589000.0
1035,3608151500,536000.0
1036,3608151600,364000.0
1037,3608151700,506000.0
1038,3608151800,341000.0
1039,360815200,438000.0
1040,3608152000,355000.0
1041,3608152100,456000.0
1042,3608152200,345000.0
1043,3608152400,387000.0
1044,3608152500,495000.0
1045,3608152600,354000.0
1046,3608152800,390000.0
1047,360815300,714000.0
1048,3608153000,352000.0
1049,3608153100,481000.0
1050,3608153200,336000.0
1051,360815340100,373000.0
1052,3608153500,448500.0
1053,360815360100,369000.0
1054,3608153800,374000.0
1055,3608153900,456000.0
1056,360815400,372000.0
1057,3608154000,366000.0
1058,3608154200,376000.0
1059,3608154500,405000.0
1060,3608154700,466500.0
1061,3608154800,378000.0
1062,3608154900,465000.0
1063,360815500,687500.0
1064,3608155100,467000.0
1065,3608155200,436000.0
1066,3608155300,510000.0
1067,3608155400,380000.0
1068,3608155500,448000.0
1069,3608155600,380000.0
1070,3608155700,494000.0
1071,3608155800,390000.0
1072,3608155900,377000.0
1073,3608156000,397000.0
1074,3608156100,2244000.0
1075,3608156200,406000.0
1076,3608156400,399000.0
1077,3608156500,445000.0
1078,3608156600,401000.0
1079,3608156700,448500.0
1080,3608156800,383000.0
1081,360815700,733000.0
1082,3608157700,497500.0
1083,3608157900,590000.0
1084,360815800,394000.0
1085,3608158000,348000.0
1086,3608158100,512000.0
1087,3608158200,378500.0
1088,3608158300,598000.0
1089,3608158500,528000.0
1090,3608158700,572000.0
1091,3608158900,429000.0
1092,360815900,734000.0
1093,3608159000,352500.0
1094,3608159100,423000.0
1095,3608159200,368000.0
1096,3608159300,603000.0
1097,3608159400,378500.0
1098,3608159500,495000.0
1099,3608159600,365000.0
1100,3608159800,384000.0
1101,3608159900,494000.0
1102,36081600,373000.0
1103,3608160000,374000.0
1104,3608160100,523000.0
1105,3608160300,520000.0
1106,3608160600,370500.0
1107,360816070100,10088162.0
1108,3608160800,397000.0
1109,360816100,768500.0
1110,3608161000,377000.0
1111,3608161200,380000.0
1112,360816130100,546000.0
1113,360816130200,1532000.0
1114,3608161400,402000.0
1115,360816160100,389000.0
1116,360816160200,392000.0
1117,3608161800,411500.0
1118,3608161900,564000.0
1119,3608162000,397000.0
1120,36081620100,545500.0
1121,36081620200,511000.0
1122,3608162100,532000.0
1123,3608162200,391000.0
1124,3608162300,527000.0
1125,3608162400,12293500.0
1126,3608162500,518000.0
1127,3608162600,372500.0
1128,3608162700,506000.0
1129,3608162900,490000.0
1130,360816300,801000.0
1131,3608163000,355000.0
1132,3608163200,397000.0
1133,360816330100,502000.0
1134,360816330200,461000.0
1135,3608163500,556000.0
1136,3608163700,526000.0
1137,3608163800,369000.0
1138,3608163900,529000.0
1139,360816410100,413500.0
