,Name,ParkID,type,fuzz
0,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - east parade grounds
1,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - grand army plaza
2,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,mt prospect park
3,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park
4,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - harmony playground
5,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lakeside ice skating rink
6,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,mount prospect park playground
7,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - breeze hill
8,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - quaker hill and friends cemetery
9,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - vanderbilt playground
10,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - litchfield villa
11,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lookout hill
12,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - midwood
13,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - middle long meadow
14,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lullwater and boathouse
15,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - park side avenue
16,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lincoln road playground
17,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - garfield tot lot playground
18,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - imagination playground
19,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - main entrance
20,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - third street playground
21,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - the bandshell a
22,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lower long meadow
23,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - lefferts homestead carousel
24,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - ocean avenue
25,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,crotona park - prospect park playground
26,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - prospect lake near west island
27,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - south west entrance
28,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - west parade grounds
29,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - upper long meadow
30,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - south west
31,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - peninsula
32,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - prospect lake near duck island
33,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - vale of cashmere ellies lawn
34,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - ravine and the pools
35,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - the nethermead
36,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - prospect park west
37,prospect park,"[B073-02D, B073-02, B073-10, B073-20, B073-09, B073-07, B073-ZN01, B073-ZN02, B073-ZN03, B073-ZN04, B073-ZN05, B073-ZN06, B073-ZN07, B073-ZN08, B073-ZN09, B073-ZN10, B073-ZN11, B073-ZN12, B073-ZN13, B073-ZN14, B073-ZN15, B073-ZN16, B073-ZN17, B073-ZN18, B073-ZN19, B073-ZN20, B073-ZN21, B073-ZN22, B073-ZN23, B073-ZN24, B073-ZN25, B073-ZN26, B073-ZN27, B073-ZN28, B073-ZN29]",abstr,prospect park - willink hill
38,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - east 96th street playground
39,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park
40,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - belvedere castle turtle pond and shakespeare garden
41,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - wild west playground
42,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - east 72nd street playground
43,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - ancient playground
44,central park,"[M010-151, M010-089, M010-090, M010-143, M010-145, M010-247, M010-164, M010-167, M010-169, M010-188, M010-176, M010-202, M010-195, M010-193, M010-241, M010-187, M010-031, M010-048, M010-059, M010-103, M010-207, M010-01, M010-02, M010-ZN01, M010-ZN03, M010-ZN05, M010-ZN06, M010-ZN07, M010-ZN08, M010-ZN09, M010-ZN14, M010-ZN15, M010-ZN16, M010-ZN17, M010-ZN20, M010-ZN21, M010-ZN26, M010-ZN27, M010-ZN28, M010-ZN29, M010-ZN30, M010-ZN31, M010-ZN32, M010-ZN33, M010-ZN34, M010-ZN35, M010-ZN36, M010-ZN37, M010-ZN38, M010-ZN39, M010-ZN40, M010-ZN41, M010-ZN44, M010-ZN45, M010-ZN46, M010-ZN47, M010-ZN48]",abstr,central park - bethesda terrace
