ZIPCODE,Cleanliness,Landscape,Structural
10001.0,-0.0277777777778,0.152459016393,-0.03170189099
10002.0,0.121558098493,0.00479984541271,0.0954351192232
10003.0,-0.0307922272048,-0.00841346153846,0.00985170153233
10004.0,-0.0248344370861,-0.0300546448087,0.0550547596628
10005.0,0.0,0.0,0.0
10007.0,0.0,-0.02,0.0
10009.0,-0.0353773298525,-0.0356025854879,0.049391717986
10010.0,0.0398488327593,0.110154905336,0.0173169825344
10011.0,-0.06900361591,0.103846153846,0.00326236263736
10012.0,0.042583269708,-0.0350318471338,0.0288237148712
10013.0,0.0593712368125,0.165981500514,0.0649731778638
10014.0,0.141025641026,-0.0209302325581,0.0134979490941
10016.0,-0.0160977413666,-0.0747663551402,0.0604781521561
10017.0,-0.03264604811,-0.0406976744186,-0.0102463483758
10019.0,0.024687025038,0.0171410891089,0.0706353854547
10021.0,-0.036231884058,-0.0263157894737,-0.0121621621622
10022.0,0.0342973674453,-0.0326086956522,-0.0389162561576
10023.0,-0.021164021164,-0.0375,0.0207768256875
10024.0,0.0512391977795,-0.0236026798654,0.0636229912149
10025.0,0.0938210806736,-0.00478055642895,0.0926083272219
10026.0,-0.000414710485133,-0.034965034965,0.104204508152
10027.0,0.092662304266,-0.0539083557951,0.049029166137
10028.0,0.0,0.0,-0.0250481695568
10029.0,0.0599535069193,0.0383668056082,0.0540540923218
10030.0,-0.0454494882065,0.200980392157,0.0260837191671
10031.0,0.106542892367,0.0116462774097,0.0415493184543
10032.0,0.00777736809283,0.0986842105263,0.0409927624297
10033.0,0.170840500598,0.174149184149,0.0699228711688
10034.0,0.0833498247617,-0.0197455418381,0.0482518632576
10035.0,0.149191746598,-0.0322828058982,0.063841166572
10036.0,-0.0309423347398,-0.00898203592814,-0.00273419215662
10037.0,-0.02928718688,0.183333333333,0.0348108807808
10038.0,-0.0128895184136,-0.0565217391304,0.0586762536873
10039.0,0.15983341712,0.0529720424755,0.0347457431072
10040.0,0.198377659919,-0.125,-0.019768502348
10065.0,-0.0273108627416,-0.0176322418136,0.0930831336949
10069.0,0.0239489489489,-0.0184331797235,0.0261217948718
10075.0,-0.0292207792208,-0.0225806451613,-0.0379296235679
10128.0,0.0388744108303,0.0117713582464,0.0224310639922
10162.0,-0.113455988456,-0.159090909091,-0.000382120323469
10278.0,-0.0561797752809,0.0,-0.0138888888889
10280.0,0.0546875,-0.0343137254902,-0.0248226950355
10282.0,-0.0215053763441,-0.0131578947368,0.00142416330406
10301.0,0.0643222245229,-0.011816817681,0.0580350372297
10302.0,0.035427143478,0.026376146789,0.0561910185486
10303.0,-0.0540540540541,-0.0204678362573,0.158237302603
10304.0,0.0324487468397,-0.0104835732743,0.016813899701
10305.0,-0.0164984596045,-0.0248723186925,0.0505872006698
10306.0,0.0353229008688,0.0862433181831,0.00208885868177
10307.0,0.10071202206,-0.00168869309838,0.043847241867
10308.0,0.000270396679236,0.045390070922,-0.0123899222202
10309.0,0.120882201646,-0.0316891577478,-0.0189975747777
10310.0,0.00166301169591,-0.0629457364341,0.0529853771439
10312.0,0.0793423298314,-0.0294721407625,0.0147951856664
10314.0,0.0444809491309,-0.0612656187021,0.0196959057288
10451.0,0.0630276310616,-0.00941509023701,0.0827600733206
10452.0,0.0937898089101,0.116197547281,0.0321914137235
10453.0,0.0579207245649,0.0354677373908,0.112232769801
10454.0,0.0354302535825,0.0202270381837,0.0491197948523
10455.0,0.0870741099971,0.000783972125436,0.0234430603233
10456.0,0.0786485279855,0.0946528802032,0.0279928405293
10457.0,0.103561474245,0.0327571485085,0.0556598263018
10458.0,0.0956638137766,0.00503929727231,0.0111990585814
10459.0,0.0903925462688,-0.0110632183908,0.0189246567188
10460.0,0.0522217329938,0.0112880901645,0.0420280306219
10461.0,0.0539596885181,-0.0477941176471,0.0148502253926
10462.0,0.0688553140428,-0.027911969941,0.0212440909066
10463.0,0.1417511349,0.00395728091807,0.0295753616135
10464.0,0.0432496881874,0.0356663599417,-0.0278069032716
10465.0,0.038006547298,0.0338182412553,0.0321046373365
10466.0,0.113111828798,0.116449511401,0.0857573017774
10467.0,0.0816958296149,-0.0559107315577,0.0450922569779
10468.0,0.140066899506,-0.0168148712737,0.122491617031
10469.0,-0.0416568717078,-0.0192743764172,0.0656644557499
10470.0,0.084476208051,-0.0557432432432,0.0895508914466
10471.0,0.135943402393,0.0170925532857,0.0316984567496
10472.0,0.018198663372,0.129984352917,0.0217159341613
10473.0,0.119628840787,0.0573335644938,0.0961847439665
10474.0,0.0203164929509,-0.0347222222222,-0.0563230605739
10475.0,0.207426811422,0.0224232096459,0.0737616809809
11004.0,-0.0352295894727,-0.153846153846,0.0458544331912
11101.0,0.159408531026,-0.0284667637069,0.0809742659135
11102.0,0.0300728888408,0.0458969097478,0.0563709223322
11103.0,0.00043795973674,-0.154761904762,0.0817831088664
11104.0,-0.00462962962963,0.075,-0.0184975369458
11105.0,0.0428947053761,-0.1,-0.0320217122752
11106.0,0.0484745534863,-0.0570887445887,0.0225263800931
11201.0,0.0642980844242,0.0199967544095,0.0646269237756
11203.0,-0.0359590990868,-0.0381016042781,0.0337889062868
11204.0,0.286279170268,0.0357142857143,0.121004048828
11205.0,0.175083797656,0.0597062579821,0.0376467953654
11206.0,0.0688529640221,-0.0262950859356,0.0493392556404
11207.0,0.0737907487432,0.0448753643513,0.0533106943457
11208.0,0.0959568993735,0.087966719852,0.104391535538
11209.0,0.106767415989,0.0456128805304,0.1002746541
11210.0,0.00166861047308,0.137357954545,0.0575070398282
11211.0,0.0419679366378,-0.00991041163859,0.0517703927861
11212.0,-0.00161848649327,0.0656735283496,0.0774081863944
11213.0,0.11610989553,-0.0368132289748,0.0355380655578
11214.0,0.0624894948171,-0.0100210084034,0.0912228024637
11215.0,0.179947000938,0.0157300919433,0.0273856484628
11216.0,0.00185036202735,-0.10843373494,0.0530835850247
11217.0,0.0312831884754,-0.0645161290323,0.0196683770047
11218.0,0.0643163291517,-0.00433328980018,0.0703922469327
11219.0,-0.0363132387295,0.0368240516546,0.0675097276265
11220.0,0.0922266325659,0.155061377758,0.0688069769395
11221.0,0.102256264969,-0.0488957421409,0.113634853536
11222.0,0.107881646469,0.0522842056933,0.0374737909591
11223.0,0.195525215781,0.108396151253,0.0788284759017
11224.0,0.0220289260549,-0.01849061409,0.0417007264716
11225.0,0.0555847630299,-0.0120094905853,0.0652101192055
11226.0,-0.0387326122412,0.160616474019,0.0945855284675
11228.0,0.0781912443305,0.114289906103,0.0551739627827
11229.0,0.0638629027637,-0.0259484357362,0.0307630219315
11230.0,0.202728054672,0.0403633331649,0.0120651783272
11231.0,0.0700189175728,-0.0091930826001,0.0698738105121
11232.0,0.110780893128,0.0724049000645,0.0452221225223
11233.0,0.0507987292835,-0.0320126821835,0.0844853046517
11234.0,0.121275517759,0.140159867123,0.0547843280089
11235.0,0.00390661023304,0.0722807597808,0.0715209059904
11236.0,0.114264081919,-0.0296186934966,0.0472141521311
11237.0,0.0816168327796,0.126377952756,0.0734645514073
11238.0,0.108561084357,0.00148365081311,0.143406000264
11354.0,0.11526129971,-0.0331501831502,0.0255599607912
11355.0,0.145558306217,0.151579498841,-0.00847854433381
11356.0,0.0323073070686,0.00819735221675,0.0997952868814
11357.0,0.154853438754,-0.0567567567568,0.041306203841
11358.0,0.0194080165963,0.120212765957,-0.0187896534895
11360.0,0.0332995609591,0.0329577464789,0.00616224249257
11361.0,0.0634319033421,-0.0329519450801,0.0139884303853
11362.0,0.108458224737,-0.0105379684478,0.0276159840289
11363.0,0.191859138865,-0.0649350649351,0.0573418841221
11364.0,0.05700678956,-0.0350448669679,0.018592240654
11365.0,0.0856545053282,-0.0117570964061,0.0469526914259
11366.0,0.00580270793037,-0.0919229192292,0.0327501659726
11367.0,0.155293704021,-0.00544477161179,0.0378246721481
11368.0,0.0792276990921,0.0121285358127,0.0280165185262
11369.0,-0.00804622924439,0.0375,0.00346001757469
11370.0,-0.0296560009376,0.0584795321637,0.0293060474879
11372.0,-0.0668740279938,-0.047821969697,-0.0141593121052
11373.0,0.0306551052501,0.124645030426,0.0971859254488
11374.0,0.0120888533577,0.0313926940639,0.0478344242892
11375.0,0.11515437286,-0.0367776584318,0.00180578590124
11377.0,0.126961933122,-0.0164061481996,0.0954741058247
11378.0,-0.0193565767234,0.106483147415,-0.0126023088738
11379.0,0.0307069095714,0.0215910903725,0.0611178640298
11385.0,0.129822668329,0.0416357704286,0.0329427901326
11411.0,0.113762944806,0.0393518518519,0.0245840921697
11412.0,0.0187605703735,0.0600907029478,0.184066985646
11413.0,0.11854731995,0.0313688224194,0.0308058395558
11414.0,-0.066849112426,0.112179487179,-0.004094959233
11415.0,-0.0528846153846,-0.0818181818182,-0.0253164556962
11416.0,-0.0511181484088,0.380165289256,0.0274968789014
11417.0,0.187123540112,0.074920119563,0.0640844110743
11418.0,0.116254605075,-0.0100404040404,0.128145108992
11419.0,-0.076692139738,-0.120253164557,-0.0390455531453
11420.0,0.150464258686,0.169249231951,0.0241213520999
11421.0,0.133144105035,0.0157990505502,0.0321949615366
11422.0,-0.0580188679245,-0.0384615384615,0.0404941544318
11423.0,0.153275613276,-0.101909854851,0.0191104342393
11426.0,0.108453912559,0.117892976589,-0.00190828397475
11427.0,0.0725552306693,-0.0504095577625,0.0466397099833
11428.0,-0.0585106382979,-0.025,-0.0108695652174
11429.0,0.021379525593,-0.0652173913043,0.0341772151899
11432.0,0.0925053151367,0.05579063147,0.174400794386
11433.0,0.0679947109493,-0.0480807281361,0.0906033678326
11434.0,0.0486173243534,0.0365771106393,0.0547449052839
11435.0,0.0481648372273,0.0651673907488,0.0279616373616
11436.0,0.0665780606125,-0.0675322837887,0.0297880882558
11691.0,0.046188629269,-0.0181995486783,0.0604404685
11692.0,-0.0275068397306,0.212931380417,0.0175461382942
11693.0,0.0421804598463,0.185256410256,0.0218700727707
11694.0,0.029216442538,0.0205467372134,0.0264456092176
