Park ID,AverageRating
B282,0.26515151515151514
B283,0.045454545454545456
B284,0.07142857142857142
B285,0.0
B286,0.045454545454545456
B287,0.08333333333333333
BZ247,0.0
BZ246,0.125
BZ245,0.0
BZ244,0.125
BZ243,0.0
BZ242,0.0
BZ241,0.0
BZ240,0.0
B073-ZN27,0.16666666666666666
BZ248,0.0
RT04,0.05
X010A,0.18681318681318682
B245,0.17948717948717952
B024,0.0
B025,0.4166666666666667
B026,0.20833333333333331
B027,0.0
B021,0.15384615384615385
B022,0.36363636363636365
B023,0.0
B240,0.0
XZ269,0.0
XZ268,0.0
Q018,0.1
Q019,0.05
B018-01,0.06666666666666667
XZ262,0.0
XZ261,0.0
Q017,0.08333333333333333
XZ267,0.125
Q011,0.041666666666666664
XZ265,0.0
Q013,0.20833333333333331
Q491,0.0
Q494,0.03333333333333333
M071-ZN19,0.045454545454545456
Q157,0.0
Q151,0.1111111111111111
R106-ZN03,0.17482517482517482
R106-ZN02,0.09090909090909091
R106-ZN01,0.05555555555555555
M036,0.0
M034,0.05555555555555555
M035,0.05
B251-ZN02,0.16666666666666666
B251-ZN03,0.25
M030,0.05
M089-01,0.030303030303030304
Q099-ZN21,0.05
Q099-ZN20,0.14835164835164835
Q099-ZN23,0.12237762237762238
Q099-ZN22,0.045454545454545456
Q099-ZN25,0.0
Q099-ZN24,0.4
M038,0.0
Q099-ZN26,0.14090909090909093
Q128,0.125
Q129,0.07692307692307693
X009,0.0
Q120,0.25
Q121,0.0
Q122,0.1111111111111111
Q123,0.0
Q124,0.0
Q126,0.030303030303030304
Q127,0.08391608391608392
MZ130,0.125
M029-ZN03,0.18181818181818182
M058-01,0.05
M058-06,0.1
M058-07,0.0
M100,0.0625
M101,0.0
Q231,0.0
Q232,0.0
M105,0.23076923076923078
B080-01,0.05
Q099-ZN12,0.0
MZ131,0.0
MZ49,0.0
MZ48,0.1111111111111111
B192A,0.08333333333333333
MZ45,0.0
MZ44,0.0
MZ47,0.1111111111111111
MZ46,0.0
M099-01,0.06060606060606061
MZ43,0.0
MZ42,0.0
M071-36,0.1
M072-ZN28,0.0
M072-ZN29,0.08333333333333333
M072-ZN26,0.0
M072-ZN27,0.0
M071-34,0.045454545454545456
M245,0.25
M244,0.178030303030303
M247,0.0
M246,0.10000000000000002
M241,0.16666666666666666
M240,0.0
M243,0.03333333333333333
M242,0.2
R073,0.07692307692307693
X005,0.1111111111111111
M249,0.08333333333333333
Q121-02,0.0
M010-ZN26,0.09090909090909091
M010-ZN27,0.0
B111A,0.06734006734006734
M010-ZN20,0.041666666666666664
M010-ZN21,0.0
M071-31,0.05
M010-ZN28,0.07142857142857142
M010-ZN29,0.027777777777777776
B065-ZN10,0.1
B073-ZN19,0.2212121212121212
B073-ZN18,0.13636363636363635
BZ195,0.0
B073-ZN13,0.09090909090909091
B073-ZN12,0.4
B073-ZN11,0.16666666666666666
B073-ZN10,0.125
B073-ZN17,0.08333333333333333
Q012-01,0.13636363636363635
B073-ZN15,0.0
M037-05B,0.0
X041,0.08333333333333333
B040-03,0.14285714285714285
X043,0.125
M071-38,0.0
RZ012A,0.0
RZ012C,0.0
RZ012B,0.0
RZ012E,0.0
RZ012D,0.0
Q020-ZN05,0.26573426573426573
B018-ZN04,0.2
Q020-ZN03,0.23148148148148148
B018-ZN02,0.07692307692307693
Q020-ZN01,0.13636363636363635
X141,0.10256410256410257
X146,0.0
R045-01,0.13636363636363635
X049,0.0
XZ344,0.0
RZ159,0.125
RZ158,0.0
XZ345,0.0
R083,0.125
R080,0.0
RZ157,0.0
RZ156,0.0
RZ155,0.0625
R085,0.09090909090909091
B144,0.09090909090909091
XZ295o,0.0
XZ341,0.0
X034,0.23076923076923078
X037,0.0
X036,0.0
X031,0.1
X030,0.0
X032,0.25
QZ682,0.0
B140,0.0
X010A-01,0.0
X038,0.3
QZ687,0.0
QZ118,0.0
B060,0.21428571428571427
M071-ZN25,0.05555555555555555
M071-ZN24,0.1
M071-ZN23,0.09090909090909091
M071-ZN22,0.15000000000000002
M071-ZN21,0.0
M071-ZN20,0.045454545454545456
X095o,0.16666666666666666
QZ111,0.0
QZ112,0.125
QZ113,0.0
QZ114,0.0
QZ443,0.0
QZ116,0.0
QZ117,0.0
QZ666,0.0
M105-02,0.0
M105-01,0.03333333333333333
QZ665,0.0
QZ662,0.2857142857142857
QZ660,0.0
M105-04,0.05
M105-08,0.18181818181818182
QZ668,0.0
QZ669,0.14285714285714285
B125-01,0.0
B052-01,0.0
BZ109,0.0
B088-02,0.05
B088-03,0.045454545454545456
BZ100,0.125
X123,0.11538461538461539
BZ102,0.0
BZ103,0.0
BZ104,0.0
BZ105,0.125
BZ106,0.0
X122,0.23076923076923078
X121,0.05555555555555555
QZ208,0.0
QZ209,0.0
RZ202,0.0
RZ207,0.0
RZ206,0.0
RZ205,0.0
RZ204,0.0
B367,0.09090909090909091
B058-ZN02,0.11538461538461539
B058-ZN01,0.0
B364,0.125
B363,0.09090909090909091
B362,0.0
B361,0.25
B360,0.25
BZ44,0.0
BZ45,0.25
BZ46,0.1
BZ47,0.0
BZ40,0.0
BZ42,0.0
BZ43,0.0
BZ48,0.0
BZ49,0.0
QZ656,0.2222222222222222
XZ308,0.125
XZ309,0.125
B109,0.3055555555555555
QZ658,0.14285714285714285
Q089B-01,0.06060606060606061
B102,0.08333333333333333
B107,0.0
M010-059,0.0
B105,0.39393939393939387
XZ307,0.0
B298,0.045454545454545456
QZ303,0.0
B293,0.08333333333333333
B292,0.0
B291,0.4166666666666667
B290,0.0
B297,0.07692307692307693
B296,0.36363636363636365
B295,0.2727272727272727
B294,0.0
BZ250,0.0625
BZ251,0.0
BZ253,0.0
BZ254,0.0
BZ255,0.0
BZ256,0.125
BZ257,0.0625
BZ258,0.0
BZ259,0.0
B092,0.0
R065-01,0.0
B126-01,0.05808080808080809
B212,0.08333333333333333
XZ274,0.0
XZ275,0.125
B035,0.06666666666666667
XZ277,0.125
XZ270,0.0
Q341D,0.0
XZ273,0.0
B099,0.0
XZ278,0.0
B038,0.18181818181818182
Q027-01,0.037037037037037035
Q027-02,0.045454545454545456
Q007,0.20192307692307693
Q006,0.053418803418803416
Q003,0.0625
Q002,0.21794871794871795
BZ355,0.0
X002-14,0.0
B223QA,0.1
B223QB,0.1
B223QC,0.05
M071-ZN08,0.1
Q483,0.045454545454545456
X148L1,0.16666666666666666
BZ351,0.0
XZ47,0.25
B169-ZN02B,0.19444444444444442
B169-ZN02A,0.15705128205128205
XZ44,0.0
XZ45,0.0
M021,0.0
M020,0.06666666666666667
M023,0.1
M022,0.38461538461538464
M025,0.0
MZ120,0.0
M027,0.0
MZ122,0.14285714285714285
MZ129,0.0
MZ128,0.05555555555555555
B036,0.0
BZ217,0.0
Q133,0.0
Q131,0.07142857142857142
Q137,0.0
Q136,0.0
Q134,0.125
M098-ZN01,0.0
M098-ZN02,0.09090909090909091
XZ120,0.0
M051,0.0
MZ136,0.0
MZ230,0.0
XZ124,0.0
Q225,0.0
Q224,0.047619047619047616
Q223,0.2
Q222,0.1
Q221,0.20833333333333331
X010-ZN05,0.3
X010-ZN04,0.25
X010-ZN07,0.09090909090909091
X010-ZN06,0.16666666666666666
X010-ZN01,0.0
M110,0.0
M113,0.0
X010-ZN02,0.16666666666666666
MZ30,0.05555555555555555
MZ31,0.0
MZ32,0.0
MZ33,0.0
MZ34,0.0
MZ35,0.0
MZ36,0.0
B129-01,0.05
M010-ZN37,0.07692307692307693
Q448-ZN03,0.12179487179487179
M230,0.13257575757575757
M231,0.0
M233,0.0
M234,0.09090909090909091
M235,0.21428571428571427
M236,0.16666666666666666
M237,0.0
M238,0.25
M239,0.08333333333333333
M010-ZN17,0.0
M010-ZN16,0.0
M010-ZN15,0.09090909090909091
M010-ZN14,0.0
B247-01,0.09090909090909091
B073-ZN08,0.24545454545454548
B073-ZN09,0.18181818181818182
B073-ZN04,0.23076923076923078
MZ118,0.0
B073-ZN06,0.05128205128205129
B073-ZN07,0.14545454545454545
Q163-ZN07A,0.36363636363636365
B073-ZN02,0.0
MZ119,0.0
M144-01,0.2272727272727273
B219,0.3113830613830614
M010-ZN39,0.19090909090909092
B073-02,0.2
M010-ZN38,0.16666666666666666
XZ28,0.0
Q126-01,0.037037037037037035
X193,0.027777777777777776
X190,0.05555555555555555
X196,0.25
X197,0.0
X194,0.16666666666666666
B356,0.09090909090909091
B065-ZN08,0.5
RZ211,0.0
Q099-ZN09,0.22348484848484848
M200A,0.05555555555555555
QZ645,0.0
B065-ZN06,0.3
B065-ZN05,0.24545454545454548
X040,0.0
X008-03,0.09090909090909091
X042,0.15555555555555556
X008-01,0.06060606060606061
X044,0.16666666666666666
QZ29,0.0
X046,0.15384615384615385
X047,0.11538461538461539
M071-ZN30,0.08333333333333333
M071-ZN31,0.16666666666666666
M071-ZN32,0.0
X286,0.06666666666666667
X287,0.08333333333333333
X284,0.0
X282,0.0
X283,0.027777777777777776
X280,0.0
X281,0.0
QZ473,0.0
QZ472,0.20535714285714285
QZ471,0.0
QZ470,0.0
X288,0.0
X289,0.22727272727272727
QZ653,0.0
QZ652,0.0
QZ651,0.14285714285714285
QZ657,0.2857142857142857
BZ51,0.0
X142-ZN01,0.36363636363636365
QZ659,0.0
X142-ZN02,0.0
QZ301,0.0
RZ058B,0.0
RZ058A,0.0
QZ302,0.0
R145,0.1
R144,0.05
R140,0.15
Q190,0.125
X092-ZN08,0.041666666666666664
X187-02,0.0
B326,0.08333333333333333
XZ294o,0.0
Q300-ZN01,0.08012820512820512
Q300-ZN02,0.1
Q300-ZN03,0.041666666666666664
R095,0.0
R097,0.0
RZ147,0.0
QZ275,0.0
R090,0.027777777777777776
QZ276,0.0
BZ58,0.0
R099,0.05555555555555555
B358,0.08333333333333333
B359,0.05555555555555555
RZ218,0.0
RZ219,0.0
X030-99,0.0
B352,0.2916666666666667
B353,0.2727272727272727
B350,0.16666666666666666
RZ217,0.0
RZ210,0.0
B357,0.08333333333333333
BZ391,0.125
BZ390,0.25
BZ55,0.2222222222222222
BZ54,0.0
BZ53,0.0
BZ52,0.0
XZ88,0.0
XZ89,0.0
XZ86,0.2857142857142857
X187-01,0.125
XZ84,0.0
XZ85,0.0
XZ82,0.0
XZ83,0.0
XZ80,0.0
XZ81,0.0
Q447,0.1875
QZ598,0.0
QZ448,0.125
B251-08,0.03333333333333333
B169-ZN05A,0.045454545454545456
B251-04,0.15000000000000002
MZ464,0.0
M010-048,0.2121212121212121
MZ268,0.0
MZ269,0.1
MZ267,0.125
MZ264,0.0
MZ265,0.0
MZ262,0.11805555555555555
MZ260,0.0
MZ261,0.14285714285714285
QZ446,0.0
B002,0.08333333333333333
B003,0.0
Q108,0.0
B001,0.05555555555555555
B006,0.0
B007,0.15384615384615385
XZ207,0.14285714285714285
XZ206,0.1111111111111111
R046-06,0.0
R046-07,0.0909090909090909
B008,0.038461538461538464
R046-05,0.045454545454545456
R022-ZN02,0.23076923076923078
RZ46,0.125
R022-ZN01,0.16666666666666666
BZ166,0.0
Q038,0.09090909090909091
RZ47,0.0
B073-09,0.03333333333333333
Q032,0.0
Q033,0.0
Q030,0.03333333333333333
Q031,0.23076923076923078
Q037,0.047619047619047616
Q034,0.0
Q035,0.125
RZ43,0.0
XZ64,0.0
B137,0.041666666666666664
XZ66,0.0
B135,0.2
B132,0.16666666666666666
B130,0.18181818181818182
B131,0.16666666666666666
Q010A-ZN01,0.07692307692307693
Q010A-ZN02,0.0
B139,0.030303030303030304
X104-03,0.13333333333333333
RZ48,0.0
X104-02,0.0
X258,0.08333333333333333
Q106,0.05555555555555555
Q107,0.11538461538461539
Q104,0.16666666666666666
Q105,0.16666666666666666
MZ132,0.0
Q103,0.10683760683760683
Q100,0.1
Q099-ZN08,0.07692307692307693
Q099-ZN07,0.3333333333333333
Q099-ZN06,0.0
Q099-ZN05,0.09090909090909091
Q099-ZN03,0.027777777777777776
Q099-ZN02,0.0
Q099-ZN01,0.13257575757575757
X092-ZN21,0.11538461538461539
X092-ZN20,0.1111111111111111
X092-ZN22,0.09545454545454546
Q015-09,0.0
Q015-08,0.18181818181818182
Q015-05,0.19090909090909092
XZ99,0.0
Q015-03,0.05808080808080809
Q015-02,0.1
XZ191,0.0
XZ190,0.0
XZ193,0.0
XZ192,0.0
XZ195,0.14285714285714285
XZ194,0.0
XZ197,0.0
XZ196,0.16666666666666666
M107-ZN07,0.08333333333333333
M107-ZN06,0.23076923076923078
M107-ZN05,0.18181818181818182
Q393I,0.1
Q393H,0.0
Q393E,0.0625
Q393D,0.0
Q393G,0.14285714285714285
Q393F,0.05555555555555555
Q393A,0.16666666666666666
Q393C,0.05555555555555555
Q173,0.0
Q024-ZN03,0.09090909090909091
Q024-ZN02,0.0
Q024-ZN01,0.038461538461538464
Q211,0.08333333333333333
X101A,0.09090909090909091
Q024-ZN06,0.07037037037037037
Q024-ZN05,0.05
Q024-ZN04,0.11538461538461539
M160,0.0
M161,0.0
Q218,0.08333333333333333
XZ311,0.0
M164,0.0625
M165,0.23076923076923078
X010-ZN10,0.125
R106-01,0.09090909090909091
MZ29,0.14285714285714285
MZ28,0.0
B223PC,0.06060606060606061
B223PB,0.05
B223PA,0.05
MZ23,0.0
MZ22,0.0
MZ21,0.0
MZ20,0.1111111111111111
MZ27,0.1111111111111111
MZ25,0.0
MZ24,0.0
M286-01,0.15384615384615385
QZ591,0.0
R065-ZN09,0.041666666666666664
R065-ZN08,0.06904761904761905
R065-ZN07,0.125
R065-ZN06,0.0
R065-ZN05,0.09090909090909091
R065-ZN04,0.1111111111111111
R065-ZN03,0.0
R065-ZN02,0.0
R065-ZN01,0.05
R031-ZN01,0.09090909090909091
M223,0.23076923076923078
M222,0.05
M221,0.05
M220,0.08012820512820512
M010-ZN08,0.0
Q009-01,0.0
M225,0.125
M224,0.125
M010-ZN05,0.0
M229,0.08333333333333333
M010-ZN07,0.041666666666666664
M203C,0.09090909090909091
M010-ZN01,0.09090909090909091
M203A,0.0
M010-ZN03,0.08333333333333333
B113A,0.11616161616161617
B113B,0.25
B113C,0.18181818181818182
B113D,0.05555555555555555
Q213,0.0
B387,0.16203703703703703
M081-ZN02,0.045454545454545456
M081-ZN01,0.041666666666666664
B182,0.0
QZ95,0.1111111111111111
B180,0.05555555555555555
B386,0.08333333333333333
RZ160,0.0
X191A,0.0
B184,0.0
MZ241,0.0
XZ229,0.0
Q371-01,0.29545454545454547
Q300A-ZN04,0.09090909090909091
Q300A-ZN01,0.18181818181818182
Q300A-ZN02,0.0
Q300A-ZN03,0.03333333333333333
X185,0.18181818181818182
X013-02o,0.05555555555555555
X186,0.19444444444444442
X180,0.1
X183,0.08585858585858586
X182,0.08333333333333333
B166C-ZN01,0.2
B166C-ZN02,0.20833333333333334
M283-ZN01,0.0
X053,0.0
X052,0.0
X051,0.19090909090909092
QZ467,0.0
X057,0.2222222222222222
QZ461,0.0
X055,0.08333333333333333
QZ463,0.0
X059,0.0
X058,0.07500000000000001
QZ468,0.0
QZ469,0.0
X291,0.09090909090909091
X292,0.13888888888888887
X295,0.041666666666666664
B431-01,0.07905982905982906
X299,0.07692307692307693
Q004-ZN03,0.05
Q004-ZN02,0.09090909090909091
Q210,0.07142857142857142
QZ648,0.0
QZ318,0.2222222222222222
QZ319,0.0
QZ644,0.0
QZ317,0.0
QZ646,0.0
QZ647,0.0
QZ516,0.0
QZ643,0.125
Q015-ZN08,0.25
QZ46A,0.0
XZ93,0.0
XZ56A,0.0
XZ56B,0.0
M095-ZN07,0.16666666666666666
M095-ZN06,0.16666666666666666
M095-ZN05,0.0
M095-ZN04,0.2
M095-ZN03,0.09090909090909091
M095-ZN02,0.06060606060606061
M095-ZN01,0.1
QZ583,0.0
M095-ZN08,0.09090909090909091
RZ131,0.14285714285714285
RZ130,0.2857142857142857
RZ133,0.125
RZ132,0.0
RZ134,0.14285714285714285
X148D1,0.0
M077-03,0.0
M077-02,0.25
B166B,0.16666666666666666
RZ269,0.0
XZ201,0.0
RZ261,0.0
Q015-ZN07,0.08333333333333333
RZ263,0.0
RZ262,0.0
RZ265,0.0
RZ264,0.0
RZ267,0.0
B166E,0.0
BZ62,0.0
BZ63,0.1111111111111111
BZ60,0.0
BZ61,0.0
BZ66,0.16666666666666666
BZ387,0.0
BZ64,0.0
BZ65,0.125
XZ91,0.0
XZ205,0.0
BZ68,0.0
BZ69,0.0
XZ95,0.0
XZ94,0.0
XZ97,0.0
XZ204,0.0
R087,0.08333333333333333
X028,0.0
XZ209,0.0
X029,0.08333333333333333
XZ208,0.0
M071-ZN16,0.09696969696969697
M071-ZN17,0.07692307692307693
M071-ZN15,0.1
B073-20,0.06060606060606061
X196-02,0.045454545454545456
QZ455,0.0
MZ259,0.0
MZ258,0.0625
Q099-54,0.25
Q099-55,0.0
B032-01,0.0
MZ252,0.0
MZ251,0.0
B032-02,0.0
MZ257,0.0
M071-ZN18,0.0
MZ255,0.0
MZ254,0.0
X118-01,0.0
X118-02,0.21212121212121213
X021,0.05555555555555555
Q302,0.38461538461538464
Q048-01,0.0
X026,0.08333333333333333
Q303,0.08333333333333333
XZ96,0.0
QZ450,0.0
B345,0.05555555555555555
B347,0.08333333333333333
B346,0.2
R135-01,0.0
B343,0.25
B342,0.2272727272727273
R016-ZN01,0.125
Q015-22,0.0
Q162J01,0.08333333333333333
B349,0.08333333333333333
B348,0.0909090909090909
Q025,0.1111111111111111
XZ213,0.0
XZ210,0.0
Q026,0.07692307692307693
B019,0.3333333333333333
XZ217,0.125
XZ214,0.0
Q022,0.16666666666666666
XZ218,0.0
XZ219,0.0
Q029,0.045454545454545456
Q028,0.375
B012,0.08333333333333333
M056-ZN02,0.09090909090909091
M056-ZN03,0.1
M056-ZN01,0.16239316239316237
M056-ZN04,0.16666666666666666
M056-ZN05,0.09090909090909091
XZ227,0.0
B157,0.08333333333333333
X118-ZN02,0.0
X118-ZN03,0.16666666666666666
X118-ZN01,0.09090909090909091
M047-03,0.10555555555555556
X118-ZN04,0.1818181818181818
M047-01,0.25
B121,0.0
XZ76,0.0
B123,0.1111111111111111
XZ74,0.0
B124,0.16666666666666666
B127,0.1
XZ70,0.0
B128,0.16666666666666666
XZ79,0.0
QZ454,0.0
B169-ZN04A,0.045454545454545456
B169-ZN04B,0.08012820512820512
MZ103,0.125
MZ102,0.0
MZ101,0.0
MZ100,0.0
Q099-ZN14,0.125
MZ106,0.0
MZ105,0.0
MZ104,0.0
Q099-ZN18,0.10714285714285714
Q118,0.33333333333333337
MZ109,0.0
MZ108,0.125
QZ39,0.0625
QZ34,0.0
Q015-10,0.09090909090909091
QZ37,0.0
QZ31,0.0
QZ32,0.0
QZ33,0.0
XZ182,0.0
XZ181,0.0
XZ186,0.0
XZ187,0.125
XZ188,0.0
XZ189,0.0
QZ286,0.0
MZ14,0.0
Q209,0.06666666666666667
Q208,0.0
MZ10,0.0
M172,0.0
Q207,0.09090909090909091
Q206,0.1
M177,0.0
Q203,0.0
XZ67,0.0
B090,0.08333333333333333
BZ232,0.25
BZ233,0.1111111111111111
R065-ZN11,0.09545454545454546
BZ230,0.0
B245-02,0.045454545454545456
B093,0.08333333333333333
M218,0.18181818181818182
M219,0.045454545454545456
M216,0.07692307692307693
M217,0.2222222222222222
M214,0.15151515151515152
M215,0.041666666666666664
M212,0.0
M213,0.0
X046-ZN01,0.07692307692307693
XZ69,0.25
XZ43o,0.0
QZ169(2),0.0
M194,0.0
M010-ZN18&19,0.125
M211B,0.2272727272727273
Q031A,0.2272727272727273
QZ600,0.0
QZ353,0.0
QZ350,0.0
Q300-02,0.0
Q300-03,0.08333333333333333
BZ90,0.0
Q300-04,0.0
Q300-05,0.20512820512820512
R022-04,0.0
M052-02,0.0
QZ355,0.0
B169-ZN06A,0.2
X039-02,0.0
X039-01,0.09090909090909091
M279,0.0
QZ411,0.0
QZ410,0.0
QZ412,0.0
X068,0.06060606060606061
X069,0.041666666666666664
X067,0.0
X064,0.07407407407407407
X065,0.125
X062,0.1
MZ134,0.0
X060,0.0
X061,0.1111111111111111
MZ135,0.25
X268,0.09545454545454546
X269,0.21875
X264,0.05
Q450,0.0
X266,0.08333333333333333
X267,0.09090909090909091
X260,0.0
X262,0.08333333333333333
MZ133,0.0
X084,0.10000000000000002
X085,0.25
X086,0.25595238095238093
X087,0.16666666666666666
X080,0.0
X081,0.2
X004-01,0.0
QZ631,0.0
Q453,0.15384615384615385
M010-ZN22&23,0.0
QZ325,0.0
Q086-01,0.09090909090909091
R161,0.0
B279,0.13636363636363635
M028-02,0.09090909090909091
RZ122,0.0
X148C3,0.1111111111111111
RZ120,0.0
X148C1,0.0
RZ126,0.0
X148C7,0.05555555555555555
RZ124,0.0
X148C5,0.0
M116,0.09090909090909091
RZ128,0.0
RZ129,0.14285714285714285
B278,0.0
QZ523,0.0
QZ522,0.125
B126-ZN05,0.08333333333333333
B126-ZN04,0.09090909090909091
B126-ZN07,0.25
B126-ZN06,0.25
B126-ZN01,0.18181818181818182
B372,0.21428571428571427
B126-ZN03,0.10256410256410257
B126-ZN02,0.17992424242424243
BZ75,0.0
BZ74,0.0
BZ77,0.0
BZ71,0.0
BZ70,0.0
BZ73,0.0
BZ72,0.0
Q345,0.08012820512820512
XZ293,0.0
Q015-07,0.1818181818181818
MZ244,0.0
MZ245,0.0
MZ246,0.0
MZ247,0.0
B248,0.125
B249,0.0
MZ242,0.0
MZ243,0.0
B244,0.20833333333333334
B073-10,0.05
B246,0.038461538461538464
B247,0.19444444444444442
MZ248,0.0
MZ249,0.0
B242,0.0
B243,0.041666666666666664
M089-08,0.0
M089-09,0.0
B169-ZN07A,0.23809523809523808
B169-ZN07B,0.12698412698412698
B169-ZN07C,0.2698412698412698
BZ289,0.0
BZ288,0.0
BZ283,0.0
BZ282,0.0
BZ281,0.0
BZ280,0.25
BZ287,0.0
BZ286,0.0
BZ285,0.0
BZ284,0.0
B330,0.2727272727272727
B331,0.0
B332,0.08333333333333333
B334,0.08333333333333333
B335,0.1
B040-02,0.0
B337,0.08333333333333333
B338,0.0
B339,0.030303030303030304
M010-202,0.0
M010-207,0.18181818181818182
Q051,0.14285714285714285
Q052,0.0
Q053,0.08333333333333333
Q448-ZN01A,0.13257575757575757
Q055,0.0
Q056,0.041666666666666664
Q057,0.0
Q058,0.05555555555555555
Q059,0.0
B062,0.0
B063,0.14545454545454545
B052-03,0.18181818181818182
B052-02,0.1
B066,0.15454545454545454
XZ220,0.0
QZ611,0.0
B073-ZN05,0.26343101343101344
X149A,0.0
XZ42,0.0
BZ354,0.0
XZ40,0.0
XZ41,0.0
XZ46,0.0
BZ350,0.25
BZ353,0.0
BZ352,0.0
XZ48,0.0625
XZ49,0.0
BZ359,0.0
BZ358,0.0
Q473,0.08333333333333333
X039-06K,0.045454545454545456
Q476,0.07692307692307693
Q477,0.0
Q474,0.1
MZ114,0.1111111111111111
MZ115,0.0
MZ116,0.0
MZ117,0.0
MZ110,0.0
MZ111,0.0
MZ112,0.0
MZ113,0.0
X092-ZN07,0.0
