Park ID,AverageRating
M108N,0.0
M108H,0.0
M108G,0.37727272727272726
M108F,0.05555555555555555
M076,0.05555555555555555
XZ258,0.0
XZ256,0.0
Q102-ZN01,0.11538461538461539
Q102-ZN02,0.05555555555555555
XZ255,0.125
Q102-ZN04,0.0
M108Q,0.041666666666666664
RZ123,0.0
RZ121,0.0625
RZ127,0.0
Q205A,0.23076923076923078
Q360S,0.0
Q205B,0.08333333333333333
X045-ZN03,0.13333333333333333
X045-ZN02,0.18181818181818182
X045-ZN01,0.19230769230769232
RZ125,0.0
X019,0.2222222222222222
Q399,0.15151515151515152
Q398,0.041666666666666664
Q397,0.045454545454545456
Q387A,0.0
Q387B,0.0
Q394,0.08333333333333333
Q387D,0.0
Q392,0.07692307692307693
Q391,0.07692307692307693
Q390,0.16666666666666666
M009,0.125
M008,0.0
Q159,0.0
QZ04,0.0
M003,0.10256410256410257
M002,0.03333333333333333
M001,0.0
Q156,0.11805555555555555
M007,0.0
M006,0.03333333333333333
M004,0.5
Q024-05,0.05
Q024-03,0.045454545454545456
Q024-02,0.05
B073-ZN26,0.08012820512820512
M071-37,0.09090909090909091
B073-ZN24,0.041666666666666664
B073-ZN25,0.09090909090909091
B073-ZN22,0.12820512820512822
B073-ZN23,0.038461538461538464
B073-ZN20,0.0
B073-ZN21,0.045454545454545456
X348-02,0.09090909090909091
X348-01,0.027777777777777776
B073-ZN29,0.16666666666666666
MZ172,0.125
XZ257,0.0
RZ013B,0.0
RZ013C,0.14285714285714285
RZ013A,0.0
XZ254,0.14285714285714285
RZ013D,0.14285714285714285
Q102-ZN03,0.0
M132,0.08333333333333333
M010-167,0.05
Q050-ZN09,0.0
M138,0.09090909090909091
MZ52,0.0
MZ50,0.0
MZ51,0.0
MZ57,0.0
M010-169,0.06666666666666667
Q360G,0.041666666666666664
MZ58,0.0
MZ59,0.0
B058-01,0.3181818181818182
RZ31,0.0
RZ30,0.0
RZ33,0.0
RZ32,0.0
RZ35,0.0
RZ34,0.0
RZ36,0.0
RZ39,0.0
RZ38,0.0
M010-ZN35,0.0
M010-ZN34,0.125
M258,0.027777777777777776
M259,0.045454545454545456
M010-ZN31,0.0
M010-ZN30,0.05555555555555555
M010-ZN33,0.13636363636363635
M010-ZN32,0.125
Q163-ZN07B,0.09401709401709402
Q163-ZN07A,0.0
M251,0.041666666666666664
M256,0.05555555555555555
M257,0.041666666666666664
M254,0.0
M255,0.0
B065-ZN09,0.13636363636363635
B060-01,0.09090909090909091
B065-ZN07,0.2
X008-ZN01,0.15151515151515152
X008-ZN02,0.11538461538461539
X008-ZN03,0.15151515151515152
B065-ZN03,0.0
B065-ZN02,0.18181818181818182
B065-ZN01,0.13636363636363635
BZ78,0.25
R059,0.0
MZ216,0.0
X158,0.041666666666666664
X159,0.16666666666666666
X156,0.041666666666666664
X157,0.08333333333333333
X154,0.08333333333333333
X155,0.125
X152,0.15384615384615385
X151,0.038461538461538464
BZ72,0.0
BZ59,0.0
X002-ZN06,0.08333333333333333
X002-ZN04,0.11538461538461539
X002-ZN02,0.16666666666666666
X002-ZN03,0.15384615384615385
X002-ZN01,0.14285714285714285
RZ166,0.0
RZ167,0.125
RZ162,0.0
RZ163,0.0
R024,0.045454545454545456
RZ161,0.0
RZ004B,0.0
RZ004A,0.0
QZ699,0.0
QZ698,0.0
QZ697,0.0
QZ696,0.0
QZ695,0.0
QZ694,0.0
QZ693,0.0
M071-ZN12,0.0
M071-ZN13,0.09090909090909091
