,District,score_type,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
137,Q-10,Amenities & Area Normalized Score,0.910295661253,0.931901716802,0.921688095775,0.917416963892,0.879019964878,0.911417311414,0.824846975631,0.849261323426,0.838932207347,0.91170464434,0.847515504568,0.686023872677
138,Q-11,Naive Normalized Score,0.857834757835,0.905646537698,0.897934539006,0.885557971314,0.894250000645,0.898429574302,0.894925552484,0.881893892068,0.90693134385,0.894956362076,0.904095687606,0.903980319198
139,Q-11,Area Normalized Score,0.802914865102,0.887589023369,0.910897123657,0.863613041418,0.872602287021,0.87862059461,0.888688167189,0.885404920736,0.891170729845,0.882731443382,0.895676647295,0.860110491485
140,Q-11,Amenities & Area Normalized Score,0.80746824525,0.87648496583,0.910230212118,0.856974106147,0.876076897987,0.879772816046,0.902176738267,0.887125364098,0.895668608606,0.887281526782,0.895708820823,0.864428129834
141,Q-12,Naive Normalized Score,0.893391387524,0.867947953044,0.857752331002,0.85995838543,0.847075774754,0.843785852195,0.863110868898,0.823445458862,0.84502143156,0.83616935999,0.871093044473,0.856421554636
142,Q-12,Area Normalized Score,0.8546722254,0.817394959615,0.821846375589,0.837197769302,0.78953955529,0.779740303421,0.860714999712,0.806002054939,0.823124892945,0.778323999792,0.856002358504,0.816152599492
143,Q-12,Amenities & Area Normalized Score,0.84302483917,0.807260860302,0.81512829711,0.820475138737,0.772815922485,0.764876210842,0.862068288773,0.796190789678,0.819252197388,0.764922239065,0.856703974744,0.798339378035
144,Q-13,Naive Normalized Score,0.895991230991,0.781736087986,0.851732239232,0.860165511127,0.865155606502,0.846395200241,0.867108390185,0.877342173496,0.861230618796,0.920915658416,0.898725657059,0.887541414814
145,Q-13,Area Normalized Score,0.892212944069,0.693129314929,0.82716622441,0.753789010911,0.820586367016,0.826300005306,0.845892964446,0.854156851244,0.814576797046,0.902111173942,0.885528942457,0.908517855243
146,Q-13,Amenities & Area Normalized Score,0.88264288466,0.754758026843,0.841787866763,0.723518243404,0.837058377548,0.819476703807,0.8400104383,0.849786700695,0.810264593711,0.899032912775,0.877876189084,0.910384802802
147,Q-14,Naive Normalized Score,0.876210517877,0.869594887801,0.842798809986,0.800028767529,0.845202725326,0.77218082476,0.820711747929,0.833380426324,0.881517431716,0.950836822558,0.91917270707,0.916553793429
148,Q-14,Area Normalized Score,0.806648989971,0.841413297036,0.826349433466,0.790214824909,0.821459946546,0.744277338216,0.782474393034,0.714046482058,0.887780543093,0.917429797419,0.909543168711,0.893213798209
149,Q-14,Amenities & Area Normalized Score,0.816354371594,0.868378474428,0.834741835191,0.80070117578,0.818636118342,0.731876918825,0.781016684374,0.655250258863,0.890300967343,0.926912289059,0.907705348824,0.900518460318
150,Q-15,Naive Normalized Score,0.929517968804,0.874460118426,0.906163728744,0.89421658091,0.833167146474,0.863521961909,0.851740911418,0.898820608901,0.892748335893,0.890779648592,0.903176915677,0.864199602481
151,Q-15,Area Normalized Score,0.867718363674,0.771663445022,0.917347885197,0.840599372575,0.822928674212,0.860341996838,0.849107592172,0.900831405258,0.879648679095,0.873255386377,0.895471120317,0.839862953821
152,Q-15,Amenities & Area Normalized Score,0.911802084259,0.810492744379,0.922645181646,0.880438712814,0.854708774838,0.870175500377,0.855695093207,0.891831774216,0.880826219487,0.866284139286,0.897914886026,0.818178231378
153,Q-16,Naive Normalized Score,0.869017009926,0.86681134522,0.886890927108,0.894383635688,0.82000523631,0.841790033638,0.836677855156,0.776349616567,0.851138716356,0.900341204689,0.857787401809,0.820767638159
154,Q-16,Area Normalized Score,0.810918358332,0.882870715257,0.890705507089,0.883930663319,0.872742477378,0.890052161844,0.830197990458,0.738583960996,0.78356417465,0.895322753689,0.811695186874,0.832285073648
155,Q-16,Amenities & Area Normalized Score,0.796692641864,0.876228566671,0.898938397403,0.885207308478,0.887876389956,0.875214887511,0.839824997212,0.73921390789,0.78665219375,0.895491682675,0.812564130111,0.828236425212
156,R-01,Naive Normalized Score,0.949287209704,0.959237247663,0.923089166726,0.913959065075,0.924811126374,0.920219124605,0.932346032785,0.928622914784,0.903665072301,0.923083179004,0.930704659213,0.904992229992
157,R-01,Area Normalized Score,0.951657951681,0.951754116922,0.928685283252,0.912837257402,0.903476827207,0.885077138697,0.940766690126,0.928813857044,0.884757751333,0.911752451186,0.918238097188,0.88785946021
158,R-01,Amenities & Area Normalized Score,0.954866024921,0.951606781672,0.908415303664,0.915801045622,0.897648377798,0.874463569357,0.943160248494,0.926333847488,0.872891704311,0.909453096844,0.911717176307,0.876612796295
159,R-02,Naive Normalized Score,0.93619689834,0.916332417582,0.92034992785,0.896596871597,0.906453909339,0.911517311517,0.884245596746,0.876701264201,0.892316242316,0.897246228887,0.912027895851,0.908137020637
160,R-02,Area Normalized Score,0.939343896464,0.933844849302,0.938626941123,0.88894243967,0.876614916309,0.886913756596,0.84262215298,0.856481016022,0.896390190243,0.86540255674,0.912513576845,0.9042899657
161,R-02,Amenities & Area Normalized Score,0.935915380847,0.92648480014,0.921341322261,0.889407652364,0.881287951738,0.884824168292,0.851573369238,0.831497740383,0.89536529392,0.881327822509,0.910183644895,0.896193324484
162,R-03,Naive Normalized Score,0.922272794256,0.941204351204,0.899722641042,0.899636791084,0.938090470783,0.909889867077,0.906670193233,0.905157377345,0.841227360602,0.920309699797,0.897632902077,0.920727499451
163,R-03,Area Normalized Score,0.924083484657,0.912085369947,0.89861885201,0.854875694284,0.933565941392,0.884935637045,0.897920252587,0.846316282941,0.817754038692,0.927406329117,0.869595527706,0.894511165119
164,R-03,Amenities & Area Normalized Score,0.92706032247,0.937935123131,0.902026534111,0.888150347266,0.943326390467,0.880994835976,0.885373470935,0.867442966123,0.85617835406,0.93449583449,0.877033791515,0.887633060539
165,X-01,Naive Normalized Score,0.896426912806,0.909369557645,0.871999839241,0.790937019969,0.891411397245,0.876069023569,0.855382904133,0.866246068746,0.891463073963,0.918327937495,0.879222794401,0.862097971473
166,X-01,Area Normalized Score,0.881614153255,0.912974926,0.854068721178,0.768673450836,0.887644576875,0.885398260862,0.83040872648,0.878862867652,0.880792714183,0.912022317662,0.837251023354,0.856831708756
167,X-01,Amenities & Area Normalized Score,0.887138153743,0.90704588355,0.85484849586,0.768292493457,0.890614226756,0.898602944021,0.830278001782,0.88234274885,0.883413673981,0.91895840373,0.83793655933,0.849009400228
168,X-02,Naive Normalized Score,0.82934981685,0.913262729334,0.904813762626,0.876089845827,0.88533257678,0.917522338772,0.946604365652,0.904545300379,0.89922984423,0.928797296979,0.908525186934,0.897306443556
169,X-02,Area Normalized Score,0.847050690431,0.921887670342,0.888067527259,0.804698295165,0.868433152485,0.893092987106,0.938399151598,0.868686491521,0.877895415135,0.936344721096,0.888627568998,0.909663685599
170,X-02,Amenities & Area Normalized Score,0.866365297329,0.911505838367,0.883697314717,0.752723424705,0.862510896849,0.881624573498,0.942484399558,0.860223161591,0.885798564763,0.940457546624,0.88766096331,0.912834585975
171,X-03,Naive Normalized Score,0.814230202059,0.865304174146,0.867999096658,0.898250382262,0.807491281328,0.854691690738,0.839482739483,0.869776659602,0.867250643413,0.87139780977,0.886311061892,0.873882926017
172,X-03,Area Normalized Score,0.815542688616,0.847191938006,0.849376137598,0.866419270057,0.813933471597,0.83595900795,0.80489019696,0.847027577132,0.84903412403,0.852679665494,0.88672501503,0.853749503026
173,X-03,Amenities & Area Normalized Score,0.805873142193,0.852594256713,0.84309833037,0.850934014035,0.818988767908,0.833599125766,0.797182765739,0.845687730096,0.855738633126,0.853687876971,0.887281787029,0.861994384657
174,X-04,Naive Normalized Score,0.854127424203,0.842736185383,0.872548523306,0.796075498575,0.876088356088,0.837696655197,0.844724422403,0.738400369472,0.823299015799,0.869069495319,0.86031345198,0.842455426518
175,X-04,Area Normalized Score,0.854515648705,0.721814187191,0.873502623009,0.7632514465,0.892289593239,0.841552155344,0.848639618304,0.709950580935,0.779311593568,0.853364049095,0.81476544442,0.78074173696
176,X-04,Amenities & Area Normalized Score,0.847255368981,0.707794506708,0.86986025376,0.769305148992,0.890920050514,0.827376783941,0.87582319149,0.718464013368,0.780061183425,0.860290557833,0.81517336932,0.774075907248
177,X-05,Naive Normalized Score,0.847469008264,0.875931186869,0.90303030303,0.78379844362,0.79071153714,0.927503349825,0.908051819213,0.879984796949,0.870086064729,0.89397224799,0.853753306878,0.852424009682
178,X-05,Area Normalized Score,0.668120514094,0.795462548157,0.817017192815,0.738632450786,0.735185926381,0.917402897302,0.854187116455,0.849185099241,0.831321626784,0.864365242671,0.812463897312,0.815485014678
179,X-05,Amenities & Area Normalized Score,0.738500822215,0.827784025174,0.853333810052,0.75111478242,0.714464970392,0.914768303636,0.875796378146,0.844849659382,0.864679827543,0.881135849121,0.823937191009,0.832332613944
180,X-06,Naive Normalized Score,0.917880730381,0.901928562692,0.884404461279,0.859954156954,0.90076035076,0.903394716395,0.811956598957,0.818204684205,0.91367965368,0.906914484692,0.931772047397,0.819632367632
181,X-06,Area Normalized Score,0.88065638544,0.851745099091,0.850296957289,0.788401848414,0.841514120605,0.880543378069,0.791297955473,0.795648400219,0.894207531436,0.894880548628,0.907438187053,0.705161284159
182,X-06,Amenities & Area Normalized Score,0.866732747134,0.848345178855,0.852613754395,0.79213333395,0.839343826153,0.881614834137,0.81330477748,0.805559726808,0.900708159552,0.895047361535,0.904105416725,0.700082001066
183,X-07,Naive Normalized Score,0.869403281903,0.857176157176,0.881997792867,0.772652166674,0.823386034256,0.882835883923,0.786041856694,0.794736181693,0.832655538906,0.901121989122,0.822409277965,0.793152740979
184,X-07,Area Normalized Score,0.804669967605,0.876410906476,0.934019789252,0.847488684232,0.788353396878,0.849076238668,0.755018048211,0.611269428344,0.887056502155,0.909635880611,0.851864771859,0.812493540282
185,X-07,Amenities & Area Normalized Score,0.811513976808,0.876347439816,0.933785840004,0.846361869142,0.762642789713,0.842450313501,0.736294904618,0.671957458658,0.887215635187,0.898603720343,0.849617889809,0.830096452928
186,X-08,Naive Normalized Score,0.917067413263,0.911808057263,0.893258024027,0.846283654617,0.810685990597,0.84111820719,0.881978785104,0.882579721865,0.896805278055,0.863486322107,0.850313852814,0.899838679839
187,X-08,Area Normalized Score,0.895268080781,0.896691966582,0.890293715586,0.821250971103,0.720771188001,0.811007459771,0.81799708848,0.823355812977,0.879671649331,0.814849048423,0.757419281174,0.901232413842
188,X-08,Amenities & Area Normalized Score,0.907938901446,0.892777876005,0.872858935871,0.83758721391,0.738517896431,0.806998438713,0.839066576851,0.845793966411,0.887500166619,0.821868205477,0.801620322742,0.89978412376
189,X-09,Naive Normalized Score,0.849039294039,0.809961392774,0.868799909241,0.788120067067,0.843729131229,0.795550508051,0.885769464589,0.903129637852,0.939130892256,0.952882582534,0.918846915359,0.912365270058
190,X-09,Area Normalized Score,0.830221918981,0.815760242175,0.82537164088,0.647228566903,0.797279225001,0.678598380442,0.865235570869,0.858820645238,0.924254209042,0.947861558801,0.889759785954,0.891951665291
191,X-09,Amenities & Area Normalized Score,0.842528847265,0.830942481216,0.838980735424,0.707184015821,0.816951315622,0.723316241002,0.867794391815,0.861647139982,0.915157970215,0.941458337179,0.880757717445,0.874169409059
192,X-10,Naive Normalized Score,0.790041145723,0.854141060959,0.764285335876,0.808596958597,0.811560661561,0.838972832723,0.906171220755,0.871033364783,0.828386677425,0.90388799235,0.934899715669,0.971759010221
193,X-10,Area Normalized Score,0.854940218213,0.851198467391,0.821063460173,0.782852334064,0.765600628341,0.808740850861,0.904124252457,0.846720069663,0.762210281469,0.907744152114,0.929767291425,0.976372960542
194,X-10,Amenities & Area Normalized Score,0.866791301769,0.854778280157,0.823155196984,0.762089188973,0.773740833269,0.77573071429,0.891433714961,0.820749744287,0.750681217202,0.904426923425,0.92325957071,0.971595884791
195,X-11,Naive Normalized Score,0.884755449229,0.795475138896,0.876655011655,0.834768135904,0.795544733045,0.895681575369,0.875006764069,0.853428689366,0.887784090909,0.943686868687,0.917393644367,0.882623857624
196,X-11,Area Normalized Score,0.863280088132,0.818898702518,0.909216479203,0.841953942241,0.746657656293,0.881985087259,0.825336450034,0.813744792904,0.870756305857,0.935598536766,0.905201833925,0.877530225108
197,X-11,Amenities & Area Normalized Score,0.848867673433,0.828458801566,0.914010081675,0.849510211766,0.72901792243,0.873807386083,0.806573071745,0.794567261507,0.867155846139,0.935504164278,0.896768579049,0.88040310197
198,X-12,Naive Normalized Score,0.930778457653,0.917650486768,0.899534493284,0.859452214452,0.863006021756,0.810740740741,0.884774212715,0.924497377622,0.905075219919,0.939898989899,0.939516964517,0.938624338624
199,X-12,Area Normalized Score,0.94178265658,0.896533916604,0.902099821761,0.865377818714,0.84218770706,0.810064197501,0.86055476702,0.922240172274,0.907921177186,0.917589491577,0.917733156166,0.903049361305
200,X-12,Amenities & Area Normalized Score,0.935638427487,0.884490347666,0.908954105094,0.889341448501,0.86346024256,0.822037113841,0.852544792833,0.922222112956,0.905132905618,0.917783648536,0.922660593374,0.901177506052
201,X-13,Naive Normalized Score,0.938287887326,0.865344739801,0.887681015566,0.873087275972,0.856085189739,0.920057720058,0.907330810215,0.924006335545,0.845307363577,0.876289700328,0.913534168823,0.887998112998
202,X-13,Area Normalized Score,0.928980821057,0.90161947442,0.920616446284,0.88954067999,0.825216906577,0.935574448756,0.911668954841,0.913170127584,0.809584834975,0.857559664179,0.920561599061,0.878928638065
203,X-13,Amenities & Area Normalized Score,0.910104481605,0.891336324681,0.912988570198,0.870652522938,0.843958656178,0.933373757976,0.914461361618,0.908116954584,0.817790451694,0.856944938664,0.908537633398,0.871682305442
204,X-15,Naive Normalized Score,0.876684696476,0.938361175861,0.891674564751,0.866681608989,0.880202916741,0.904679935449,0.901577589078,0.795749763057,0.828675918099,0.894132149901,0.911873916682,0.971940559441
205,X-15,Area Normalized Score,0.92373238301,0.947732154552,0.917435146077,0.880591934318,0.889269645695,0.916007243894,0.924849388409,0.8788379344,0.817167203817,0.89616233762,0.930541958095,0.977740491939
206,X-15,Amenities & Area Normalized Score,0.88298249563,0.94707501975,0.904924343531,0.862475106168,0.872024370849,0.896652445894,0.919352181264,0.860668794602,0.799033639542,0.876721063637,0.919936767595,0.967773507965
207,X-15A,Naive Normalized Score,1.0,0.951984126984,0.917641694725,0.942276936027,0.891175645342,0.924645262145,0.954121071829,0.911159211159,0.943861231361,0.938425925926,0.94172979798,0.947017797018
208,X-15A,Area Normalized Score,1.0,0.886818909995,0.913476977795,0.888488028787,0.85482633267,0.868716635435,0.922832116808,0.892448148124,0.95543580087,0.927754854737,0.88929176766,0.961717632277
209,X-15A,Amenities & Area Normalized Score,1.0,0.886635055637,0.911150937761,0.869574968936,0.84737253556,0.859188416108,0.908653577147,0.880043326945,0.95910862921,0.929426993488,0.878897945642,0.951746285911
210,X-14,Naive Normalized Score,,,,,,0.692616978981,0.815551115551,0.90249346613,0.863026367572,0.832782957783,0.905836471221,0.892030885781
211,X-14,Area Normalized Score,,,,,,0.733935559184,0.824747460211,0.911389592394,0.913327735649,0.882005222781,0.915095020354,0.876039647881
212,X-14,Amenities & Area Normalized Score,,,,,,0.727250556007,0.818475356682,0.906932171516,0.921749483206,0.88622518393,0.907167211004,0.873793972176
213,M-16,Naive Normalized Score,,,,,,,,,,,1.0,1.0
214,M-16,Area Normalized Score,,,,,,,,,,,1.0,1.0
215,M-16,Amenities & Area Normalized Score,,,,,,,,,,,1.0,1.0
