,District,score_type,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
31,B-11,Area Normalized Score,0.90501805575,0.870501158842,0.878433147625,0.878503567838,0.797262047876,0.706045115376,0.86482838902,0.771736456401,0.686883581563,0.78330726304,0.615480111053,0.503463402485
32,B-11,Amenities & Area Normalized Score,0.906021577165,0.85965143818,0.868763890405,0.87130251669,0.770146750234,0.677081569487,0.855908817006,0.779945839694,0.649899478571,0.785054336022,0.593469852679,0.47857549972
33,B-12,Naive Normalized Score,0.919100771024,0.878471250971,0.840870518371,0.867525252525,0.901236726237,0.867199467199,0.848683723684,0.904683464683,0.913262108262,0.913356705023,0.827257464757,0.928581674736
34,B-12,Area Normalized Score,0.924820739477,0.910863835071,0.818602802807,0.913944409697,0.856714454768,0.852835396087,0.814176836993,0.851887877238,0.895519615928,0.887665796544,0.809008091962,0.909330715817
35,B-12,Amenities & Area Normalized Score,0.929715558421,0.910998501069,0.766523429542,0.922110145393,0.835713334454,0.853835868616,0.819851677382,0.837498487114,0.905025619728,0.887612769316,0.817016648302,0.899407899841
36,B-13,Naive Normalized Score,0.86307081229,0.77959432061,0.79462945447,0.745719060142,0.730215995019,0.762594849108,0.72904611227,0.789770049638,0.77701140234,0.859453886757,0.86541227054,0.857119625389
37,B-13,Area Normalized Score,0.820838504881,0.793729179731,0.794339200457,0.733081184763,0.719690076645,0.762794002182,0.73779955076,0.781381801514,0.77816797704,0.856501896116,0.868710696607,0.86836093521
38,B-13,Amenities & Area Normalized Score,0.812383549588,0.811184187499,0.791240281318,0.74490529904,0.724857424808,0.758638189052,0.737688101489,0.785001137218,0.78789450861,0.847248315498,0.861163486711,0.873693779945
39,B-14,Naive Normalized Score,0.929976851852,0.917939005439,0.870337995338,0.966110812265,0.846856135318,0.894295519296,0.727022977023,0.824364097441,0.881604506605,0.933050923436,0.920424660809,0.877988215488
40,B-14,Area Normalized Score,0.925683378028,0.902403557063,0.807126480893,0.966065665046,0.764586507537,0.865502926945,0.639608721296,0.744204969042,0.848867795365,0.907002779309,0.883224955175,0.838472759883
41,B-14,Amenities & Area Normalized Score,0.920464688139,0.892695845043,0.781951535855,0.961953406362,0.732859698782,0.864574115286,0.549914547931,0.71589795708,0.845290706677,0.896838963792,0.86984188021,0.814979219072
42,B-15,Naive Normalized Score,0.917671337026,0.900881248381,0.918604469008,0.881721793831,0.899240545334,0.867362426347,0.872082807239,0.891274437368,0.847891677189,0.898486380518,0.897820712274,0.909371824756
43,B-15,Area Normalized Score,0.872683080248,0.848541615581,0.879659550618,0.793894606525,0.823747098214,0.801025799762,0.806328963235,0.830498148445,0.761838602853,0.845070320561,0.869236363243,0.856939790811
44,B-15,Amenities & Area Normalized Score,0.865739596449,0.814902239622,0.879295904038,0.766821277712,0.816105259236,0.796815862669,0.773919162267,0.833288049249,0.754785684067,0.846683063047,0.862557882384,0.847414053693
45,B-16,Naive Normalized Score,0.837092883968,0.852143766727,0.862712509713,0.90551981352,0.89572999223,0.809621212121,0.89525019425,0.903688811189,0.831373095504,0.90243006993,0.87250963851,0.905489438098
46,B-16,Area Normalized Score,0.823787529421,0.827198949344,0.819622199037,0.892448117152,0.871131263596,0.811735461006,0.849287035353,0.874047627071,0.792863664672,0.897962795443,0.836289858512,0.876223738706
47,B-16,Amenities & Area Normalized Score,0.817139755268,0.817909859436,0.805132843871,0.888738223762,0.870095794333,0.817314283105,0.845105753183,0.869931843255,0.796213782489,0.899408420113,0.833281404139,0.862116046451
48,B-17,Naive Normalized Score,0.766678321678,0.771391487301,0.896849320713,0.862354060081,0.873895422759,0.832240234513,0.902606232152,0.934737232465,0.93083868993,0.858391608392,0.890004187731,0.90141184573
49,B-17,Area Normalized Score,0.931825104927,0.917203961047,0.822792255488,0.816320371005,0.850569969261,0.8065018844,0.907313923689,0.918808950853,0.948303908192,0.769670085064,0.858970428818,0.864057107435
50,B-17,Amenities & Area Normalized Score,0.948931910229,0.926164172982,0.807265800079,0.813291256821,0.84430763779,0.799760505674,0.914248592394,0.917593605017,0.952913061079,0.747764852372,0.857032280736,0.866281434936
51,B-18,Naive Normalized Score,0.877791267375,0.852191667981,0.851608715359,0.7914919838,0.810819284882,0.775988194281,0.782891914287,0.739474139177,0.800333757152,0.853801137134,0.854578415412,0.883001813002
52,B-18,Area Normalized Score,0.855126097268,0.770948536013,0.780187065563,0.721181826977,0.710077248405,0.696309163921,0.70570989271,0.699023506638,0.736505523902,0.804508970557,0.81243952846,0.802333410577
53,B-18,Amenities & Area Normalized Score,0.869555470101,0.802742043575,0.796499174394,0.729627274272,0.733667743561,0.683937256957,0.694543128483,0.704466026121,0.730446903239,0.805455523418,0.810073407281,0.797884215803
54,B-19,Naive Normalized Score,0.951834192743,0.896048311957,0.910016835017,0.896271375683,0.845061148002,0.862167489373,0.8138115969,0.885284384527,0.919103268736,0.916527454027,0.921703922439,0.883233433233
55,B-19,Area Normalized Score,0.952205374512,0.899347002108,0.905842293995,0.897547824806,0.852733452764,0.862270041325,0.830538788847,0.885390687565,0.928783170825,0.913001164145,0.928233217093,0.885168848654
56,B-19,Amenities & Area Normalized Score,0.95488140949,0.902778144535,0.910576407598,0.903120179799,0.857040932365,0.867111312778,0.819728608822,0.884552171484,0.933786873631,0.908833597864,0.929831378149,0.887658630844
57,M-01,Naive Normalized Score,0.88783993784,0.874563820018,0.809590779591,0.879925213675,0.91625041625,0.893139268139,0.862193362193,0.930823385369,0.96737463925,0.966522846811,0.967057109557,0.964540893889
58,M-01,Area Normalized Score,0.826499271719,0.828553199524,0.828537803241,0.854604999583,0.88115880232,0.857249493481,0.824328241639,0.930619435365,0.964201672523,0.950740802094,0.956309761065,0.973688593605
59,M-01,Amenities & Area Normalized Score,0.849026451767,0.877008276858,0.85659157409,0.871742316639,0.91625991207,0.875107644135,0.822400822452,0.92083702565,0.955700715353,0.944602917779,0.95219521417,0.969390782913
60,M-02,Naive Normalized Score,0.92323196351,0.946026864082,0.89802970178,0.897853535354,0.921578282828,0.918242575326,0.965218855219,0.893403340487,0.950923012173,0.95708941596,0.952134627525,0.950681693785
61,M-02,Area Normalized Score,0.918955782909,0.957842675379,0.916685895346,0.858555160258,0.898249449565,0.91519810182,0.967849921845,0.854248492281,0.935173321586,0.942010004626,0.931641919799,0.933423853709
62,M-02,Amenities & Area Normalized Score,0.929455279181,0.96040437877,0.92820900859,0.81965147025,0.888728858585,0.914366484976,0.964998316498,0.820443688767,0.928895635746,0.941257570834,0.921367922324,0.926260847373
63,M-03,Naive Normalized Score,0.775898506256,0.877011298886,0.854332920822,0.87557031857,0.91204972805,0.763516650017,0.872612818021,0.872378235899,0.858361309892,0.846509839367,0.872201836625,0.844844281014
64,M-03,Area Normalized Score,0.675416247298,0.841782210115,0.841827261653,0.838827685478,0.888319531066,0.692969261267,0.805485731138,0.813056874531,0.804428130484,0.793671392464,0.806760131232,0.811497802002
65,M-03,Amenities & Area Normalized Score,0.663131236448,0.840898985462,0.849895250962,0.835257075186,0.886498240299,0.677248976386,0.800533065351,0.81365236759,0.799763358337,0.791604154772,0.804130901261,0.815204645076
66,M-04,Naive Normalized Score,0.958590791924,0.701923076923,0.922057109557,0.934615384615,0.910173992674,0.920757020757,0.909086746587,0.885184260184,0.947756410256,0.942307692308,0.942888500389,0.970833333333
67,M-04,Area Normalized Score,0.95668662635,0.74850393668,0.834799318669,0.886017796915,0.871938982865,0.855625888065,0.79463815262,0.808751759112,0.888697798311,0.875004235302,0.913306198467,0.923043903081
68,M-04,Amenities & Area Normalized Score,0.954323228462,0.757729273254,0.819387880817,0.878231644714,0.862881095897,0.845465101777,0.774453174351,0.79841575936,0.87714860231,0.86535426281,0.908466735649,0.913819942947
69,M-05,Naive Normalized Score,0.986111111111,0.986111111111,0.955844907407,0.970694444444,0.873093434343,0.773611111111,0.99696969697,0.796666666667,0.994318181818,0.982603815937,0.983445566779,0.888888888889
70,M-05,Area Normalized Score,0.976972892969,1.0,0.949927683686,0.974999918083,0.716794199772,0.830294752283,0.995551261834,0.995106388018,0.995518525171,0.996746804356,0.976707970348,0.963468713445
71,M-05,Amenities & Area Normalized Score,0.974106146294,1.0,0.948522014897,0.970425680592,0.80124892586,0.654598445832,0.990029722023,0.989032694225,0.995900492215,0.993883025284,0.972728597282,0.917106408779
72,M-06,Naive Normalized Score,0.974901795735,0.863543470418,0.844276094276,0.882816257816,0.936471861472,0.939526214526,0.949945887446,0.92708032708,0.93170995671,0.946801346801,0.914820827321,0.929969866735
73,M-06,Area Normalized Score,0.984111117106,0.869219040247,0.827438959012,0.883798524845,0.92490141702,0.87508716214,0.920722785124,0.898216894548,0.905245032919,0.936557332865,0.899823014413,0.863040349921
74,M-06,Amenities & Area Normalized Score,0.983325193835,0.879291380353,0.8298321683,0.875564136455,0.930509118591,0.857824163716,0.90559438636,0.898381523187,0.900130438451,0.930215353138,0.874702403316,0.855827706986
75,M-07,Naive Normalized Score,0.913525994208,0.866551882461,0.790501165501,0.942059389885,0.909343715865,0.924394446134,0.922728056967,0.94904564035,0.933207372338,0.963688726732,0.928599822078,0.957496012759
76,M-07,Area Normalized Score,0.938895239283,0.897914084483,0.703333110589,0.938981908508,0.867237011416,0.915811343557,0.935362104515,0.928714925802,0.940725560909,0.950809453506,0.884940044534,0.908007674648
77,M-07,Amenities & Area Normalized Score,0.942116787646,0.887123615212,0.748458829786,0.934237484244,0.864757554371,0.901856881611,0.927477322915,0.919042793307,0.940129717724,0.946661789976,0.869663588036,0.907108729574
78,M-08,Naive Normalized Score,0.930299523008,0.946280991736,0.861931818182,0.928077976155,0.907559107559,0.859146210932,0.88403957154,0.848162948163,0.893278943279,0.899639249639,0.841741393527,0.877904040404
79,M-08,Area Normalized Score,0.9158813167,0.931091858993,0.688315800532,0.924332988997,0.903615744773,0.853080645735,0.834641879975,0.830789415239,0.87683971053,0.859232144645,0.847720150537,0.860239067069
80,M-08,Amenities & Area Normalized Score,0.913978397925,0.927691683072,0.77284664843,0.918502644034,0.901999403059,0.842356584774,0.8103605355,0.818932389615,0.862806078081,0.845904496253,0.854783752517,0.848566824411
81,M-09,Naive Normalized Score,0.907833779468,0.863309283309,0.883344178172,0.845306267806,0.814481721982,0.852571687572,0.826021016021,0.785053557554,0.84117003367,0.881441552275,0.851502386502,0.876694832945
82,M-09,Area Normalized Score,0.91994164587,0.858507284974,0.87553355478,0.799838342771,0.746937580302,0.83019951902,0.804828049008,0.717383530665,0.814480385097,0.823554071594,0.818675721225,0.84390848397
83,M-09,Amenities & Area Normalized Score,0.913852499037,0.863844091621,0.882555029445,0.790603481883,0.735085224075,0.821872726476,0.791411294249,0.709195448608,0.815693690561,0.819827711794,0.810064758518,0.837186209206
84,M-10,Naive Normalized Score,0.886678659505,0.914320948412,0.876640825504,0.888516435256,0.872611605566,0.874687510557,0.87237931151,0.859691395561,0.844824499172,0.881217695348,0.871005730381,0.9105458935
85,M-10,Area Normalized Score,0.909553431232,0.884857954515,0.809896042787,0.876375042067,0.816182906331,0.842645344161,0.846464337387,0.819455826058,0.789808220809,0.819480789243,0.761475994496,0.845616125686
86,M-10,Amenities & Area Normalized Score,0.918118960353,0.879714122144,0.794189548603,0.876364334286,0.806138593666,0.842173857501,0.842065230141,0.81245463263,0.773818651971,0.805736615571,0.744385867887,0.840408630069
87,M-11,Naive Normalized Score,0.805642673824,0.932932317402,0.845801992126,0.84164662498,0.839424001924,0.814278114278,0.864979529216,0.866003401361,0.822313096956,0.819979094979,0.852983102289,0.863558278142
88,M-11,Area Normalized Score,0.783752090116,0.92539815174,0.857508681193,0.783654356127,0.879730870374,0.840280143209,0.84080524558,0.848105503784,0.797250035357,0.74164829089,0.849435180601,0.797663181409
89,M-11,Amenities & Area Normalized Score,0.791806602326,0.926157272845,0.867499249632,0.787538588745,0.889374452802,0.84199706026,0.854020879524,0.855232220482,0.805465420191,0.735264173821,0.85337816114,0.788594637671
90,M-11R,Naive Normalized Score,0.89943019943,0.863282828283,0.854594017094,0.8459998335,0.554700854701,0.691483516484,0.807103082103,0.890567765568,0.84375,0.811182336182,0.913057929725,0.953800828801
91,M-11R,Area Normalized Score,0.890740740741,0.857575757576,0.991666666667,0.80520960521,,0.966666666667,0.763719092118,0.904864877046,0.826006436425,0.79641442821,0.934969933916,0.965049147324
92,M-11R,Amenities & Area Normalized Score,0.890740740741,0.857575757576,0.991666666667,0.80520960521,,0.966666666667,0.760841211456,0.910477680187,0.82682626948,0.795958241021,0.936838515546,0.964561297307
93,M-12,Naive Normalized Score,0.868966265216,0.880919112816,0.881557212202,0.852753106269,0.856516082297,0.819825660451,0.845940084221,0.830479546495,0.871698527167,0.842945653883,0.856338344195,0.850940767986
94,M-12,Area Normalized Score,0.804766607162,0.855040465887,0.869532534144,0.817470247076,0.825400141598,0.806820181819,0.833301547034,0.804405217588,0.836807446579,0.805675725456,0.816368292084,0.871010758792
95,M-12,Amenities & Area Normalized Score,0.833847742494,0.883455998499,0.878599874899,0.848312505839,0.828209993747,0.802111404716,0.835914890333,0.840770168928,0.834736526105,0.816414857971,0.829802114795,0.865811095225
96,M-12A,Naive Normalized Score,0.831975772765,0.880902777778,0.687245202463,0.805937580938,0.767344712453,0.720388754764,0.708109001338,0.833023747086,0.867107776483,0.847881208298,0.807118203857,0.8332868822
97,M-12A,Area Normalized Score,0.814460372596,0.865215268388,0.703821133588,0.801502254858,0.743724853217,0.680238846108,0.663698372852,0.791324079719,0.849288546824,0.821722965404,0.789554921675,0.825824724394
98,M-12A,Amenities & Area Normalized Score,0.813456374003,0.867695967863,0.709629196033,0.79395045015,0.738172382049,0.677026113932,0.661965774819,0.793395494181,0.836272821739,0.825279346501,0.789765129706,0.825548554758
99,M-13,Naive Normalized Score,0.954013609341,0.933573556074,0.953139710084,0.936484739219,0.927502445471,0.931098097504,0.928749592421,0.948415487869,0.946613513801,0.942411270387,0.923643199834,0.908296135082
100,M-13,Area Normalized Score,0.961690638067,0.876544682124,0.961032610275,0.938850951439,0.943424871165,0.93684292915,0.930736581111,0.935434625072,0.943501891845,0.933947869822,0.906126570476,0.909787110666
101,M-13,Amenities & Area Normalized Score,0.958244229792,0.863103402549,0.960841638374,0.942990967806,0.945270971899,0.942168849144,0.932615660295,0.942041453334,0.942106806439,0.942100881365,0.914133851617,0.914935815096
102,M-14,Naive Normalized Score,0.933163106885,0.915460959495,0.888292102833,0.919520149989,0.899706472666,0.912563400319,0.89881224218,0.93270856128,0.920710844711,0.918105801606,0.889067360702,0.926089596678
103,M-14,Area Normalized Score,0.920898270585,0.91982136665,0.874714476473,0.912767880148,0.885724936112,0.879385678122,0.869360839033,0.902965015766,0.931422531786,0.908305122587,0.882454839068,0.908698703864
104,M-14,Amenities & Area Normalized Score,0.925945129375,0.922571876146,0.869715179022,0.914662921058,0.88663455455,0.878693063374,0.88012468327,0.908722936925,0.931349972775,0.909204547227,0.889838558331,0.911992148283
105,M-15,Naive Normalized Score,0.848892773893,0.932239057239,0.805225726654,0.63483044733,0.786147186147,0.786922799423,0.745799835086,0.803762110905,0.81430890538,0.836337868481,0.808269772555,0.88119047619
106,M-15,Area Normalized Score,0.677177585369,0.963320239941,0.682828095418,0.701501037227,0.840874814926,0.662773927939,0.45069777753,0.782815201716,0.726185111777,0.708294749551,0.757111366072,0.891275553245
107,M-15,Amenities & Area Normalized Score,0.68380607381,0.952239722094,0.690825617518,0.722187194541,0.850705568409,0.673270292028,0.470855200934,0.793097180929,0.728607863771,0.711576518334,0.767660472835,0.897319316286
108,Q-01,Naive Normalized Score,0.839592690507,0.859600832369,0.850831661878,0.875260602877,0.845617205792,0.866365358127,0.870010677154,0.857044130215,0.8555782632,0.857618973168,0.862173197173,0.830179928097
109,Q-01,Area Normalized Score,0.808860649319,0.828920287282,0.790731169564,0.804158912926,0.788381818898,0.822009128427,0.789465819746,0.80464474588,0.820424848581,0.827065786357,0.831592959203,0.772318663155
110,Q-01,Amenities & Area Normalized Score,0.822819896334,0.833021514513,0.788762602335,0.815339603277,0.809110253236,0.831232012994,0.782458523527,0.777711982458,0.812745848635,0.832196891901,0.820225412554,0.746992330414
111,Q-02,Naive Normalized Score,0.881023351648,0.908294483294,0.866582163356,0.890814293234,0.881720967205,0.904393321732,0.862434250337,0.942473744893,0.955442675604,0.939397072462,0.910808606902,0.944955406912
112,Q-02,Area Normalized Score,0.886830778705,0.869590134783,0.840593082726,0.849366749893,0.821578649607,0.823903736646,0.80326392363,0.879452749997,0.951083482807,0.927301577193,0.841816396025,0.930825766728
113,Q-02,Amenities & Area Normalized Score,0.886213143053,0.862584301759,0.839633055566,0.83217978053,0.801552176801,0.783364595165,0.796908920659,0.864467760417,0.95091753402,0.925671620654,0.83353613163,0.925573653244
114,Q-03,Naive Normalized Score,0.91887575808,0.894452962161,0.940455480733,0.949190983913,0.944650205761,0.887026793508,0.898082678638,0.917141654642,0.941715229215,0.962882385105,0.924829491496,0.91424807077
115,Q-03,Area Normalized Score,0.888461286332,0.856735701659,0.909502506909,0.943550514357,0.927147807284,0.843157513542,0.866241315248,0.90285040374,0.9078571313,0.949183730298,0.893258995923,0.856776474923
116,Q-03,Amenities & Area Normalized Score,0.872604526737,0.852392847597,0.89854286645,0.922800655742,0.934878019934,0.841937472903,0.867862508994,0.924946886423,0.909430449873,0.947579772444,0.86899725417,0.870120233943
117,Q-04,Naive Normalized Score,0.89531986532,0.945817299984,0.855165142097,0.925552366313,0.93989350022,0.863806965981,0.888268555116,0.902013445492,0.901859406026,0.853372880977,0.878767702205,0.83741340359
118,Q-04,Area Normalized Score,0.856672341827,0.948373717788,0.849955897521,0.890726299329,0.905744944696,0.794438353976,0.865242766029,0.780463839312,0.847366588362,0.799549403159,0.831432260919,0.854043779886
119,Q-04,Amenities & Area Normalized Score,0.853239431956,0.953497515551,0.854640477834,0.883534394953,0.901401631209,0.777660336819,0.872458355744,0.780994839183,0.829197364562,0.785097470884,0.811157759043,0.852222678152
120,Q-05,Naive Normalized Score,0.93135188455,0.916418282407,0.929772943106,0.925736691292,0.894881846549,0.913667628668,0.880858246692,0.889346575142,0.906033350067,0.938366767912,0.937010098955,0.922193253901
121,Q-05,Area Normalized Score,0.891994561561,0.8382918752,0.862872044584,0.88764118059,0.84244017408,0.823334375756,0.825205169519,0.837357181777,0.84819936949,0.896223490681,0.880109739891,0.890916339999
122,Q-05,Amenities & Area Normalized Score,0.878659958129,0.82773691788,0.855130274974,0.886177930597,0.836409220033,0.820057676454,0.821763844131,0.843214995911,0.840379405374,0.884875799438,0.873928263892,0.908812496809
123,Q-06,Naive Normalized Score,0.914526677027,0.900785634119,0.902848662059,0.92702020202,0.90828460039,0.884871269082,0.911283891547,0.89778708134,0.926116427432,0.940454039138,0.925013290803,0.897266313933
124,Q-06,Area Normalized Score,0.905328166615,0.87940410635,0.890527154365,0.905910822481,0.915114393143,0.839410281571,0.912369607804,0.87924262015,0.903095943167,0.924922805397,0.926019962022,0.858664392883
125,Q-06,Amenities & Area Normalized Score,0.900963273974,0.891080128757,0.885762951177,0.898246301066,0.914283151105,0.833130876268,0.909789634991,0.868817640316,0.8979435341,0.928823346008,0.927393033041,0.864957748294
126,Q-07,Naive Normalized Score,0.903146897774,0.903930823327,0.855116103033,0.880760875433,0.925385846697,0.871376703139,0.924469549879,0.875484321386,0.926133195508,0.916953275219,0.914765021303,0.919802184633
127,Q-07,Area Normalized Score,0.882215783851,0.888777895018,0.863335449561,0.877701968434,0.913803472834,0.855004871559,0.899059166822,0.851006955171,0.930944438426,0.907220693685,0.901218994679,0.936815513797
128,Q-07,Amenities & Area Normalized Score,0.885982242854,0.881330735821,0.853927877232,0.87102662292,0.907579663767,0.848334088796,0.895463387175,0.842400924765,0.929834516948,0.909566924403,0.892144432527,0.935263938088
129,Q-08,Naive Normalized Score,0.917888976103,0.911541421541,0.849743106688,0.894550669551,0.915828915829,0.869905057405,0.873955848956,0.878461178461,0.884490509491,0.869752688832,0.916874718848,0.880477392977
130,Q-08,Area Normalized Score,0.889770212141,0.875384889463,0.826367224422,0.880449047153,0.898895301491,0.846400722286,0.84455135624,0.873087932771,0.873750082205,0.818574528698,0.900552503914,0.886638395075
131,Q-08,Amenities & Area Normalized Score,0.889581924088,0.859547048217,0.826177802324,0.875109156873,0.896893765376,0.848329157964,0.846771491678,0.872912115757,0.866175475986,0.81501966839,0.907023697368,0.898469760169
132,Q-09,Naive Normalized Score,0.960782380013,0.968142968143,0.936566674067,0.921932036218,0.957387652031,0.884291898578,0.890404040404,0.960615079365,0.945436507937,0.968386243386,0.969813519814,0.976282051282
133,Q-09,Area Normalized Score,0.88336313116,0.966987692439,0.889816457487,0.86920601789,0.926972686809,0.81402452946,0.903559215856,0.96321610836,0.946899420877,0.957144990824,0.954208924532,0.987697692111
134,Q-09,Amenities & Area Normalized Score,0.861312899612,0.963172649622,0.882127913823,0.863496682237,0.923675611734,0.808329250619,0.906193136023,0.970615357342,0.953886175456,0.958916899381,0.942997764687,0.991653017545
135,Q-10,Naive Normalized Score,0.920837933996,0.926341366966,0.934229196729,0.904897263231,0.922658402204,0.935310270538,0.900566268748,0.919514513265,0.91121750724,0.919845894846,0.913100409691,0.785047305636
136,Q-10,Area Normalized Score,0.906221167531,0.932991804757,0.927189274712,0.921672072524,0.863023666439,0.913832247838,0.819749758382,0.850429444676,0.848472404023,0.904210313785,0.844682593972,0.721872245522
